,0
0,Steven got three small tables_1.mp4
1,Peter has nineteen large desks_1.mp4
2,Peter got three pretty flowers_1.mp4
3,Kathy gives twelve cheap tables_1.mp4
4,Thomas ordered nine heavy sofas_1.mp4
5,Peter got twelve large windows_1.mp4
6,Lucy has three red desks_1.mp4
7,Peter gives sixty pretty rings_1.mp4
8,Steven prefers four large houses_1.mp4
9,Allen sold seven old spoons_1.mp4
10,Allen bought nineteen pretty sofas_1.mp4
11,Kathy sees four old toys_1.mp4
12,Lucy ordered four cheap chairs_1.mp4
13,Doris prefers three red tables_1.mp4
14,Allen wants eight green toys_1.mp4
15,Kathy sees seven heavy houses_1.mp4
16,Doris gives two large sofas_1.mp4
17,Peter sold eight large sofas_1.mp4
18,William sees sixty cheap chairs_1.mp4
19,Nina got twelve white toys_1.mp4
20,Peter ordered two dark tables_1.mp4
21,Rachel sees three large spoons_1.mp4
22,Lucy gives eight small houses_1.mp4
23,William sees sixty cheap flowers_1.mp4
24,William prefers three green flowers_1.mp4
25,Steven ordered seven small houses_1.mp4
26,Rachel bought two large desks_1.mp4
27,Peter sold nineteen pretty rings_1.mp4
28,Steven kept nine small spoons_1.mp4
29,Peter ordered twelve large toys_1.mp4
30,Peter wants nineteen red windows_1.mp4
31,Kathy gives seven old desks_1.mp4
32,Rachel ordered twelve cheap tables_1.mp4
33,Kathy kept eight heavy desks_1.mp4
34,Lucy bought twelve green desks_1.mp4
35,Nina sees nineteen green houses_1.mp4
36,Peter got sixty small chairs_1.mp4
37,Steven prefers seven pretty sofas_1.mp4
38,Rachel has twelve old tables_1.mp4
39,Lucy has two white desks_1.mp4
40,Doris ordered seven red rings_1.mp4
41,Thomas prefers nine cheap spoons_1.mp4
42,Nina kept four pretty houses_1.mp4
43,Steven has four heavy chairs_1.mp4
44,Allen got sixty cheap toys_1.mp4
45,Thomas prefers fifteen small houses_1.mp4
46,Peter gives fifteen large desks_1.mp4
47,William prefers three green flowers_1.mp4
