,0
0,Rachel got three cheap toys_1.mp4
1,Kathy kept seven heavy flowers_1.mp4
2,Steven sold nine small desks_1.mp4
3,Lucy gives twelve large spoons_1.mp4
4,Thomas ordered three pretty houses_1.mp4
5,Kathy got twelve white windows_1.mp4
6,Allen got nineteen heavy toys_1.mp4
7,Peter sold nineteen green toys_1.mp4
8,Kathy ordered eight large tables_1.mp4
9,Steven wants twelve white desks_1.mp4
10,Kathy sees nineteen heavy rings_1.mp4
11,Peter sold eight small toys_1.mp4
12,Lucy gives twelve large spoons_1.mp4
13,Peter sold two white desks_1.mp4
14,Peter wants twelve red windows_1.mp4
15,Allen wants seven pretty windows_1.mp4
16,Allen got eight pretty flowers_1.mp4
17,Lucy wants two red sofas_1.mp4
18,Allen has four old rings_1.mp4
19,Nina got sixty large sofas_1.mp4
20,Peter ordered nineteen green desks_1.mp4
21,Rachel sees three pretty rings_1.mp4
22,Allen prefers four dark desks_1.mp4
23,Rachel gives twelve dark desks_1.mp4
24,William bought two pretty houses_1.mp4
25,Thomas kept seven cheap flowers_1.mp4
26,William has three green tables_1.mp4
27,Kathy sees two green toys_1.mp4
28,William sees nineteen white flowers_1.mp4
29,Allen wants fifteen heavy toys_1.mp4
30,Allen got fifteen old chairs_1.mp4
31,Rachel got nineteen large spoons_1.mp4
32,Lucy prefers three pretty desks_1.mp4
33,Kathy wants nineteen cheap flowers_1.mp4
34,Lucy prefers fifteen heavy sofas_1.mp4
35,William has three small sofas_1.mp4
36,Doris prefers twelve large desks_1.mp4
37,Thomas sold sixty white flowers_1.mp4
38,Allen has fifteen small houses_1.mp4
39,Rachel wants twelve large flowers_1.mp4
40,Kathy bought four dark rings_1.mp4
41,Nina wants nine old toys_1.mp4
42,Steven got twelve dark rings_1.mp4
43,Nina got three dark sofas_1.mp4
44,William got nine red windows_1.mp4
45,Steven has nineteen white windows_1.mp4
46,Doris sold eight pretty spoons_1.mp4
47,Doris ordered two old toys_1.mp4
