,0
0,Allen sees fifteen red tables_1.mp4
1,Doris sold twelve old sofas_1.mp4
2,Peter got three pretty flowers_1.mp4
3,William kept nine small windows_1.mp4
4,Nina has eight small windows_1.mp4
5,Nina got three old houses_1.mp4
6,Lucy sold nine old chairs_1.mp4
7,Kathy kept eight heavy desks_1.mp4
8,Rachel got sixty pretty flowers_1.mp4
9,William bought four red tables_1.mp4
10,Peter bought nineteen dark rings_1.mp4
11,Lucy sold nine old chairs_1.mp4
12,Allen gives fifteen cheap flowers_1.mp4
13,Doris got four red toys_1.mp4
14,Peter got twelve old desks_1.mp4
15,Kathy kept seven green flowers_1.mp4
16,Lucy gives eight cheap toys_1.mp4
17,Thomas wants seven green toys_1.mp4
18,William sees sixty cheap chairs_1.mp4
19,Lucy has four white chairs_1.mp4
20,Steven kept nine small spoons_1.mp4
21,Kathy gives eight large spoons_1.mp4
22,Rachel sold fifteen old rings_1.mp4
23,Doris sees sixty pretty desks_1.mp4
24,William got three pretty desks_1.mp4
25,Allen kept twelve white tables_1.mp4
26,Doris has sixty dark spoons_1.mp4
27,Lucy gives eight small houses_1.mp4
28,Rachel prefers twelve red desks_1.mp4
29,Lucy sold nine old chairs_1.mp4
30,Kathy gives eight large spoons_1.mp4
31,Peter bought nineteen cheap houses_1.mp4
32,Peter gives four green sofas_1.mp4
33,Thomas kept fifteen dark windows_1.mp4
34,Rachel sees three large spoons_1.mp4
35,Thomas got twelve large toys_1.mp4
36,Steven has four heavy chairs_1.mp4
37,Lucy wants fifteen small sofas_1.mp4
38,Peter sees sixty large spoons_1.mp4
39,Rachel prefers two old toys_1.mp4
40,Steven prefers two old rings_1.mp4
41,Steven prefers three pretty desks_1.mp4
42,William bought four red tables_1.mp4
43,Rachel prefers fifteen large houses_1.mp4
44,Kathy got sixty pretty desks_1.mp4
45,Allen ordered twelve heavy rings_1.mp4
46,William wants three pretty desks_1.mp4
47,William has nine small flowers_1.mp4
48,Peter got sixty small chairs_1.mp4
49,Allen prefers two old desks_1.mp4
50,William sees eight large flowers_1.mp4
51,Steven ordered twelve dark sofas_1.mp4
52,Peter got three cheap houses_1.mp4
53,Lucy got seven large rings_1.mp4
54,Allen wants eight green toys_1.mp4
55,Doris prefers nineteen dark flowers_1.mp4
56,Kathy gives twelve cheap tables_1.mp4
57,William has seven white tables_1.mp4
58,Peter got four green desks_1.mp4
59,Thomas has twelve heavy sofas_1.mp4
