,Column1,Column2,Column3,Column4,Column5
0,Kathy,prefers,seven,green,rings
1,Lucy,ordered,four,cheap,chairs
2,Thomas,has,sixty,dark,houses
3,William,kept,nine,small,windows
4,Nina,has,eight,small,windows
5,Nina,got,three,old,houses
6,Peter,has,fifteen,white,windows
7,Kathy,kept,eight,heavy,desks
8,Doris,gives,two,large,sofas
9,William,bought,four,red,tables
10,Peter,bought,nineteen,dark,rings
11,Lucy,sold,nine,old,chairs
12,Allen,gives,fifteen,cheap,flowers
13,Doris,got,four,red,toys
14,Nina,ordered,sixty,heavy,sofas
15,Kathy,kept,seven,green,flowers
16,Lucy,gives,eight,cheap,toys
17,Allen,sees,nine,large,chairs
18,William,sees,sixty,cheap,chairs
19,Lucy,has,four,white,chairs
20,Steven,kept,nine,small,spoons
21,Kathy,gives,eight,large,spoons
22,Rachel,sold,fifteen,old,rings
23,Doris,sees,sixty,pretty,desks
24,Peter,bought,nineteen,dark,rings
25,Allen,kept,twelve,white,tables
26,Rachel,prefers,two,old,toys
27,Lucy,gives,eight,small,houses
28,Rachel,prefers,twelve,red,desks
29,Nina,prefers,four,red,windows
30,William,has,seven,white,tables
31,Peter,bought,nineteen,cheap,houses
32,Peter,gives,four,green,sofas
33,Lucy,ordered,twelve,old,desks
34,Doris,ordered,seven,red,rings
35,Thomas,got,twelve,large,toys
36,Thomas,sees,nineteen,white,desks
37,Lucy,wants,fifteen,small,sofas
38,Peter,sees,sixty,large,spoons
39,Nina,kept,twelve,pretty,tables
40,William,ordered,four,heavy,windows
41,Peter,sold,sixty,white,desks
42,Thomas,sold,two,old,chairs
43,Rachel,prefers,fifteen,large,houses
44,Steven,sees,nineteen,dark,sofas
45,Peter,has,seven,white,flowers
46,William,wants,three,pretty,desks
47,Peter,gives,fifteen,large,desks
48,Peter,got,sixty,small,chairs
49,Rachel,bought,fifteen,green,houses
50,William,sees,eight,large,flowers
51,Steven,ordered,twelve,dark,sofas
52,Peter,got,three,cheap,houses
53,Lucy,got,seven,large,rings
54,Allen,wants,eight,green,toys
55,Thomas,kept,two,small,spoons
56,Kathy,bought,three,small,toys
57,Rachel,prefers,three,pretty,spoons
58,Peter,got,four,green,desks
59,Thomas,has,twelve,heavy,sofas
