,0
0,Kathy prefers seven green rings_1.mp4
1,Lucy ordered four cheap chairs_1.mp4
2,Thomas has sixty dark houses_1.mp4
3,Rachel bought two large desks_1.mp4
4,Thomas prefers nineteen white spoons_1.mp4
5,Allen ordered three dark spoons_1.mp4
6,Peter has fifteen white windows_1.mp4
7,Thomas prefers nineteen small toys_1.mp4
8,Doris gives two large sofas_1.mp4
9,Thomas gives three white windows_1.mp4
10,William prefers three large desks_1.mp4
11,Kathy sees seven heavy houses_1.mp4
12,Nina kept twelve pretty tables_1.mp4
13,Lucy gives eight white desks_1.mp4
14,Nina ordered sixty heavy sofas_1.mp4
15,Thomas wants four pretty rings_1.mp4
16,Steven prefers fifteen red spoons_1.mp4
17,Allen sees nine large chairs_1.mp4
18,Steven kept three old rings_1.mp4
19,Thomas wants seven green toys_1.mp4
20,Steven ordered twelve dark sofas_1.mp4
21,Nina got two heavy tables_1.mp4
22,William prefers three small houses_1.mp4
23,Peter bought sixty pretty desks_1.mp4
24,Peter bought nineteen dark rings_1.mp4
25,Thomas sees fifteen cheap windows_1.mp4
26,Rachel prefers two old toys_1.mp4
27,Steven sold nine green sofas_1.mp4
28,Allen sold twelve dark desks_1.mp4
29,Nina prefers four red windows_1.mp4
30,William has seven white tables_1.mp4
31,William kept three green desks_1.mp4
32,Allen wants two white flowers_1.mp4
33,Lucy ordered twelve old desks_1.mp4
34,Doris ordered seven red rings_1.mp4
35,Kathy wants fifteen cheap desks_1.mp4
36,Thomas sees nineteen white desks_1.mp4
37,Steven sold three red desks_1.mp4
38,Kathy bought eight green flowers_1.mp4
39,Nina kept twelve pretty tables_1.mp4
40,William ordered four heavy windows_1.mp4
41,Peter sold sixty white desks_1.mp4
42,Thomas sold two old chairs_1.mp4
43,Lucy gives eight cheap toys_1.mp4
44,Steven sees nineteen dark sofas_1.mp4
45,Peter has seven white flowers_1.mp4
46,Peter got three cheap houses_1.mp4
47,Peter gives fifteen large desks_1.mp4
48,Nina ordered nine white houses_1.mp4
49,Rachel bought fifteen green houses_1.mp4
50,Doris has three red toys_1.mp4
51,Peter sold four heavy windows_1.mp4
52,Peter ordered three red houses_1.mp4
53,Nina sold nine heavy desks_1.mp4
54,Peter sees sixty old sofas_1.mp4
55,Thomas kept two small spoons_1.mp4
56,Kathy bought three small toys_1.mp4
57,Rachel prefers three pretty spoons_1.mp4
58,Allen kept eight red toys_1.mp4
59,Nina sold nineteen dark windows_1.mp4
