,0
0,Doris sold nineteen green desks_1.mp4
1,Rachel bought eight white rings_1.mp4
2,Doris sees fifteen large sofas_1.mp4
3,Kathy sees four old toys_1.mp4
4,Kathy bought fifteen large toys_1.mp4
5,Thomas sold seven old desks_1.mp4
6,William kept nine small windows_1.mp4
7,Rachel gives eight dark spoons_1.mp4
8,Peter got nineteen large desks_1.mp4
9,Thomas bought three red windows_1.mp4
10,Peter ordered four white desks_1.mp4
11,Lucy sold fifteen cheap spoons_1.mp4
12,Nina sold twelve old windows_1.mp4
13,Doris gives two large sofas_1.mp4
14,Rachel got eight white desks_1.mp4
15,Peter bought nineteen pretty rings_1.mp4
16,William ordered nine dark windows_1.mp4
17,Kathy prefers seven green rings_1.mp4
18,Lucy got eight red flowers_1.mp4
19,Peter gives twelve small desks_1.mp4
20,William sold two heavy rings_1.mp4
21,Nina prefers four red windows_1.mp4
22,Peter gives sixty large tables_1.mp4
23,Nina ordered nine heavy tables_1.mp4
24,Rachel bought fifteen green houses_1.mp4
25,Lucy gives nineteen pretty desks_1.mp4
26,Thomas got eight large windows_1.mp4
27,Thomas ordered three old houses_1.mp4
28,Doris sold nine dark tables_1.mp4
29,Kathy bought three small toys_1.mp4
30,Allen gives seven green flowers_1.mp4
31,Lucy sold nine large spoons_1.mp4
32,Lucy has nineteen white chairs_1.mp4
33,William gives twelve red rings_1.mp4
34,Doris sees sixty pretty desks_1.mp4
35,Kathy bought fifteen large toys_1.mp4
36,Thomas prefers eight cheap toys_1.mp4
37,Peter got three cheap houses_1.mp4
38,Thomas ordered two small tables_1.mp4
39,Allen bought seven pretty tables_1.mp4
40,William prefers two small desks_1.mp4
41,William has seven white tables_1.mp4
42,Rachel sold seven white tables_1.mp4
43,Steven sees eight green sofas_1.mp4
44,Steven gives nine red desks_1.mp4
45,Rachel has twelve old tables_1.mp4
46,Rachel got eight small houses_1.mp4
47,Peter gives sixty large tables_1.mp4
