,0
0,match left
1,match left
2,match left
3,match left
4,match left
5,match right
6,match right
7,match right
8,mismatch right
9,mismatch right
10,mismatch left
11,mismatch left
12,match left
13,match right
14,match right
15,match right
16,mismatch left
17,match right
18,mismatch left
19,mismatch right
20,mismatch right
21,match right
22,mismatch right
23,mismatch right
24,mismatch right
25,match right
26,match left
27,match left
28,mismatch right
29,mismatch left
30,mismatch right
31,match right
32,mismatch left
33,mismatch right
34,match left
35,mismatch right
36,mismatch left
37,match left
38,mismatch right
39,match left
40,mismatch left
41,match left
42,mismatch left
43,match right
44,match right
45,mismatch left
46,mismatch left
47,mismatch left
