,0
0,match left
1,mismatch right
2,mismatch right
3,match left
4,match right
5,match left
6,mismatch right
7,match right
8,match left
9,mismatch left
10,match right
11,mismatch left
12,mismatch right
13,match right
14,mismatch right
15,mismatch left
16,mismatch right
17,match right
18,match right
19,match left
20,mismatch left
21,match left
22,match right
23,match right
24,match right
25,match right
26,mismatch left
27,mismatch left
28,match left
29,mismatch left
30,mismatch right
31,mismatch left
32,mismatch right
33,mismatch right
34,match right
35,match left
36,match left
37,mismatch left
38,mismatch right
39,mismatch right
40,mismatch left
41,mismatch left
42,match right
43,match left
44,match left
45,mismatch right
46,mismatch left
47,match left
