,0
0,mismatch left
1,match left
2,mismatch left
3,match left
4,match left
5,match right
6,match left
7,mismatch left
8,match right
9,mismatch left
10,mismatch left
11,match left
12,match left
13,mismatch right
14,mismatch left
15,mismatch right
16,match right
17,mismatch left
18,mismatch left
19,match left
20,mismatch right
21,match left
22,match left
23,match right
24,mismatch left
25,match left
26,match right
27,mismatch left
28,match right
29,match left
30,mismatch left
31,mismatch right
32,match left
33,mismatch left
34,mismatch right
35,match right
36,match left
37,match right
38,mismatch right
39,mismatch left
40,mismatch left
41,mismatch right
42,mismatch left
43,match right
44,mismatch right
45,mismatch right
46,match left
47,mismatch right
48,match left
49,mismatch right
50,match right
51,match left
52,match left
53,mismatch right
54,mismatch right
55,mismatch right
56,match right
57,mismatch right
58,mismatch right
59,mismatch left
60,mismatch left
61,mismatch right
62,mismatch left
63,mismatch left
64,mismatch right
65,mismatch left
66,match right
67,mismatch right
68,match right
69,match right
70,match right
71,match left
72,match right
73,match right
74,match right
75,match left
76,match right
77,match right
78,mismatch right
79,match left
