,0
0,Steven sold twelve large desks_1.mp4
1,Nina has eight small windows_1.mp4
2,Thomas wants four pretty rings_1.mp4
3,Doris sold nineteen green desks_1.mp4
4,Nina sold two small houses_1.mp4
5,Lucy wants twelve white tables_1.mp4
6,Steven sees eight green sofas_1.mp4
7,Steven gives fifteen white toys_1.mp4
8,Kathy ordered fifteen cheap toys_1.mp4
9,Nina got two heavy tables_1.mp4
10,Peter prefers nineteen dark tables_1.mp4
11,Allen gives fifteen cheap flowers_1.mp4
12,Steven has four heavy chairs_1.mp4
13,Thomas ordered three old houses_1.mp4
14,Lucy has three red desks_1.mp4
15,Doris got four red toys_1.mp4
16,William gives three cheap windows_1.mp4
17,Kathy gives twelve cheap tables_1.mp4
18,William prefers three green flowers_1.mp4
19,Steven sold twelve large desks_1.mp4
20,Allen sees four dark toys_1.mp4
21,Kathy wants two pretty sofas_1.mp4
22,Thomas prefers nine dark rings_1.mp4
23,Rachel sold seven white tables_1.mp4
24,William wants sixty pretty chairs_1.mp4
25,Allen sees four dark toys_1.mp4
26,Rachel wants twelve white sofas_1.mp4
27,Kathy kept two dark houses_1.mp4
28,Kathy wants eight dark flowers_1.mp4
29,Kathy gives seven old desks_1.mp4
30,Peter ordered eight green flowers_1.mp4
31,Steven kept three old rings_1.mp4
32,Peter gives four green sofas_1.mp4
33,Nina kept twelve pretty tables_1.mp4
34,William sold two heavy rings_1.mp4
35,William prefers three green flowers_1.mp4
36,Peter wants two white chairs_1.mp4
37,Thomas got nineteen heavy desks_1.mp4
38,Doris has seven green tables_1.mp4
39,Rachel prefers three pretty spoons_1.mp4
40,Kathy sold nineteen old sofas_1.mp4
41,Steven kept fifteen small sofas_1.mp4
42,Peter sees fifteen green chairs_1.mp4
43,Lucy gives eight small houses_1.mp4
44,Peter sees three red flowers_1.mp4
45,Lucy kept two green chairs_1.mp4
46,Steven prefers fifteen red spoons_1.mp4
47,Doris ordered eight cheap rings_1.mp4
48,Allen bought nineteen pretty sofas_1.mp4
49,Kathy gives nineteen red spoons_1.mp4
50,Peter prefers nineteen dark tables_1.mp4
51,Lucy got four heavy toys_1.mp4
52,Thomas wants three cheap spoons_1.mp4
53,William gives nine green houses_1.mp4
54,William sold nine old desks_1.mp4
55,Thomas gives twelve heavy toys_1.mp4
56,Lucy wants eight cheap tables_1.mp4
57,Doris got nine old windows_1.mp4
58,Nina prefers three red spoons_1.mp4
59,Peter got fifteen cheap rings_1.mp4
