,0
0,Allen kept seven red houses_1.mp4
1,Peter got nine dark spoons_1.mp4
2,William ordered nineteen old toys_1.mp4
3,Lucy gives fifteen white sofas_1.mp4
4,Kathy kept three cheap flowers_1.mp4
5,Peter has nineteen red spoons_1.mp4
6,William got sixty dark chairs_1.mp4
7,Allen gives fifteen old desks_1.mp4
8,Lucy gives eight white desks_1.mp4
9,William sold three old windows_1.mp4
10,Lucy bought twelve green desks_1.mp4
11,William kept nine large rings_1.mp4
12,Rachel got two red toys_1.mp4
13,William ordered nine dark windows_1.mp4
14,Peter has nineteen red spoons_1.mp4
15,Peter ordered two dark sofas_1.mp4
16,Nina sees nineteen green houses_1.mp4
17,Steven kept nine small spoons_1.mp4
18,Kathy ordered three dark desks_1.mp4
19,Nina ordered nine heavy tables_1.mp4
20,Peter has nineteen red spoons_1.mp4
21,Rachel got eight small houses_1.mp4
22,Doris kept nineteen cheap spoons_1.mp4
23,Peter kept two red desks_1.mp4
24,Thomas prefers nine cheap spoons_1.mp4
25,Kathy bought eight green flowers_1.mp4
26,Nina ordered three heavy windows_1.mp4
27,Peter sold eight large sofas_1.mp4
28,Thomas ordered two small tables_1.mp4
29,Allen has sixty large windows_1.mp4
30,Rachel sold three red houses_1.mp4
31,Thomas got twelve small toys_1.mp4
32,Thomas ordered fifteen red houses_1.mp4
33,Doris has sixty dark spoons_1.mp4
34,Kathy got three old flowers_1.mp4
35,Allen sees nine large chairs_1.mp4
36,Steven ordered seven small chairs_1.mp4
37,Allen sold four red flowers_1.mp4
38,Lucy gives eight small houses_1.mp4
39,William ordered sixty cheap toys_1.mp4
40,Peter got eight white windows_1.mp4
41,Peter kept eight dark toys_1.mp4
42,Allen kept twelve white tables_1.mp4
43,Rachel got sixty pretty flowers_1.mp4
44,Steven sold three red desks_1.mp4
45,Nina wants three heavy windows_1.mp4
46,Thomas sold seven old desks_1.mp4
47,Peter gives sixty large tables_1.mp4
48,Peter ordered sixty white desks_1.mp4
49,William has nine small flowers_1.mp4
50,Rachel kept eight large sofas_1.mp4
51,Doris ordered twelve old flowers_1.mp4
52,Steven gives fifteen white toys_1.mp4
53,Kathy bought sixty red chairs_1.mp4
54,Peter has four large toys_1.mp4
55,Allen ordered three dark spoons_1.mp4
56,Rachel kept seven small rings_1.mp4
57,Lucy got eight red flowers_1.mp4
58,Peter sold sixty white desks_1.mp4
59,Thomas ordered four dark houses_1.mp4
