,0
0,match right
1,mismatch right
2,match right
3,mismatch right
4,mismatch left
5,match left
6,mismatch left
7,mismatch right
8,mismatch left
9,mismatch right
10,match left
11,mismatch right
12,match left
13,match left
14,match left
15,mismatch left
16,mismatch left
17,mismatch left
18,mismatch right
19,mismatch left
20,mismatch left
21,mismatch left
22,mismatch left
23,match right
24,mismatch right
25,match right
26,match left
27,mismatch right
28,match left
29,match right
30,match right
31,match right
32,match left
33,mismatch right
34,match right
35,match right
36,match left
37,mismatch right
38,mismatch left
39,match left
40,match left
41,mismatch right
42,match right
43,match right
44,mismatch right
45,mismatch left
46,mismatch left
47,match right
48,match right
49,match right
50,match left
51,match left
52,mismatch left
53,mismatch right
54,match right
55,mismatch right
56,match left
57,mismatch right
58,match left
59,mismatch left
