,0
0,Thomas prefers nine cheap spoons_1.mp4
1,Kathy bought nine white rings_1.mp4
2,Steven sold fifteen pretty houses_1.mp4
3,Doris kept nineteen cheap spoons_1.mp4
4,Peter sees sixty old sofas_1.mp4
5,Thomas prefers nine white tables_1.mp4
6,William ordered two old desks_1.mp4
7,Steven gives nine red desks_1.mp4
8,Lucy sees eight pretty sofas_1.mp4
9,Nina kept four large tables_1.mp4
10,Peter kept sixty pretty toys_1.mp4
11,Rachel gives fifteen small desks_1.mp4
12,Peter sold four large flowers_1.mp4
13,Nina sees nineteen old chairs_1.mp4
14,Steven got fifteen old chairs_1.mp4
15,Kathy has fifteen heavy desks_1.mp4
16,William gives three cheap windows_1.mp4
17,Lucy kept two old rings_1.mp4
18,Doris prefers nineteen dark flowers_1.mp4
19,Thomas got nine pretty sofas_1.mp4
20,Peter gives three green rings_1.mp4
21,Nina has eight small windows_1.mp4
22,Thomas got twelve dark houses_1.mp4
23,Steven prefers fifteen red spoons_1.mp4
24,Peter has fifteen dark flowers_1.mp4
25,Steven gives fifteen white toys_1.mp4
26,Thomas sees twelve large chairs_1.mp4
27,Peter sold sixty white desks_1.mp4
28,Kathy prefers sixty cheap desks_1.mp4
29,Steven got nine large windows_1.mp4
30,Peter has fifteen green rings_1.mp4
31,Lucy has seven green toys_1.mp4
32,Doris has three dark desks_1.mp4
33,William ordered twelve cheap rings_1.mp4
34,Steven kept nine small spoons_1.mp4
35,Thomas prefers nineteen white toys_1.mp4
36,Steven prefers four large houses_1.mp4
37,Kathy gives three small desks_1.mp4
38,Steven prefers fifteen red spoons_1.mp4
39,William sees sixty cheap flowers_1.mp4
40,Nina has two heavy tables_1.mp4
41,Thomas has three large desks_1.mp4
42,Peter got eight white windows_1.mp4
43,Nina wants nine cheap flowers_1.mp4
44,Steven has four heavy chairs_1.mp4
45,Peter ordered four red toys_1.mp4
46,Lucy has two small flowers_1.mp4
47,Steven sold twelve large desks_1.mp4
48,Kathy bought nine white rings_1.mp4
49,Thomas got twelve small toys_1.mp4
50,Doris prefers nineteen dark flowers_1.mp4
51,Allen wants fifteen large houses_1.mp4
52,William gives twelve red rings_1.mp4
53,Steven got twelve pretty windows_1.mp4
54,Thomas ordered fifteen red houses_1.mp4
55,Rachel prefers two old toys_1.mp4
56,Nina wants three heavy flowers_1.mp4
57,Allen sold seven old spoons_1.mp4
58,Lucy gives eight cheap toys_1.mp4
59,Allen ordered twelve heavy rings_1.mp4
