,0
0,Peter got nineteen large desks_1.mp4
1,Kathy wants fifteen green tables_1.mp4
2,Allen ordered twelve large desks_1.mp4
3,Nina has eight small windows_1.mp4
4,Kathy bought three red toys_1.mp4
5,Peter gives fifteen small spoons_1.mp4
6,Rachel sees three large spoons_1.mp4
7,Allen ordered twelve heavy rings_1.mp4
8,Peter sold fifteen cheap toys_1.mp4
9,Doris has sixty dark spoons_1.mp4
10,Thomas wants three old flowers_1.mp4
11,Thomas got three dark windows_1.mp4
12,Allen wants eight green toys_1.mp4
13,Kathy bought nine white rings_1.mp4
14,Doris ordered two cheap sofas_1.mp4
15,Rachel ordered four pretty spoons_1.mp4
16,Peter bought nineteen cheap houses_1.mp4
17,Thomas sees twelve large chairs_1.mp4
18,Peter got nine green sofas_1.mp4
19,Peter got fifteen cheap rings_1.mp4
20,Kathy kept seven green flowers_1.mp4
21,Allen kept nine large tables_1.mp4
22,Lucy ordered four cheap chairs_1.mp4
23,Kathy wants two pretty sofas_1.mp4
24,Peter kept two red desks_1.mp4
25,Nina prefers four red windows_1.mp4
26,Lucy kept two old rings_1.mp4
27,Peter has seven pretty desks_1.mp4
28,Lucy ordered three red spoons_1.mp4
29,Nina sees nineteen old chairs_1.mp4
30,Rachel wants twelve white flowers_1.mp4
31,Allen bought seven pretty tables_1.mp4
32,Nina got two heavy tables_1.mp4
33,Thomas prefers nine cheap spoons_1.mp4
34,Allen wants fifteen large houses_1.mp4
35,Lucy sees eight pretty sofas_1.mp4
36,Kathy bought sixty red chairs_1.mp4
37,Lucy sold nine old chairs_1.mp4
38,Thomas ordered four dark houses_1.mp4
39,Peter got seven white windows_1.mp4
40,Allen wants eight green toys_1.mp4
41,Peter has seven pretty desks_1.mp4
42,Kathy ordered three dark desks_1.mp4
43,Allen kept seven red houses_1.mp4
44,Rachel sold fifteen old rings_1.mp4
45,William gives nineteen small sofas_1.mp4
46,Thomas prefers nineteen small toys_1.mp4
47,Rachel bought fifteen green houses_1.mp4
48,Peter got nineteen heavy windows_1.mp4
49,Nina has two heavy tables_1.mp4
50,Peter bought three cheap rings_1.mp4
51,Lucy sold nine old chairs_1.mp4
52,Steven ordered sixty pretty desks_1.mp4
53,Kathy bought nine white rings_1.mp4
54,Peter gives four green sofas_1.mp4
55,Allen has nineteen large spoons_1.mp4
56,William sees sixty cheap chairs_1.mp4
57,Steven got nine large windows_1.mp4
58,Steven kept fifteen small sofas_1.mp4
59,Thomas has three large desks_1.mp4
