,Column1,Column2,Column3,Column4,Column5
0,Allen,sees,fifteen,red,tables
1,Doris,prefers,nineteen,dark,flowers
2,Rachel,got,eight,small,spoons
3,Rachel,sold,three,red,houses
4,Nina,wants,nine,cheap,flowers
5,William,ordered,four,heavy,windows
6,Steven,gives,fifteen,white,toys
7,Allen,bought,seven,pretty,tables
8,Kathy,ordered,three,cheap,spoons
9,Allen,gives,fifteen,old,desks
10,William,prefers,sixty,small,sofas
11,Doris,kept,nineteen,cheap,spoons
12,Lucy,got,four,pretty,sofas
13,William,kept,nine,small,windows
14,Kathy,sold,twelve,green,chairs
15,Lucy,wants,twelve,white,tables
16,Nina,prefers,four,red,windows
17,Peter,bought,nineteen,dark,rings
18,Thomas,sold,two,old,chairs
19,Thomas,got,twelve,heavy,windows
20,Thomas,got,eight,red,windows
21,Rachel,got,nineteen,white,spoons
22,Kathy,prefers,sixty,cheap,desks
23,Allen,bought,nineteen,small,chairs
24,Rachel,prefers,two,old,toys
25,William,sold,two,heavy,rings
26,Lucy,got,fifteen,cheap,chairs
27,Thomas,prefers,three,white,desks
28,Doris,ordered,twelve,old,flowers
29,Nina,sold,fifteen,old,flowers
30,Thomas,sees,seven,green,houses
31,Kathy,kept,eight,heavy,desks
32,Allen,prefers,four,small,sofas
33,William,gives,nineteen,dark,rings
34,Allen,wants,three,pretty,chairs
35,Rachel,kept,nine,dark,desks
36,Peter,has,nineteen,red,spoons
37,Nina,wants,two,small,chairs
38,Allen,sold,four,red,flowers
39,Kathy,gives,nine,green,rings
40,Rachel,has,twelve,old,tables
41,Steven,sees,nineteen,dark,sofas
42,Rachel,kept,sixty,large,desks
43,Peter,prefers,nineteen,dark,tables
44,Nina,ordered,nine,white,houses
45,Rachel,sees,three,pretty,chairs
46,Peter,sold,nineteen,pretty,rings
47,Peter,got,four,green,desks
48,Allen,bought,nineteen,small,chairs
49,Thomas,sees,eight,old,toys
50,Rachel,got,four,heavy,spoons
51,Kathy,gives,nine,old,chairs
52,William,ordered,twelve,cheap,rings
53,Rachel,ordered,twelve,cheap,tables
54,Kathy,sold,nineteen,old,sofas
55,Allen,sold,two,green,chairs
56,Thomas,prefers,nine,cheap,spoons
57,Peter,bought,nineteen,dark,rings
58,Steven,wants,fifteen,heavy,tables
59,Steven,sees,nineteen,dark,sofas
