,0
0,mismatch left
1,match right
2,mismatch left
3,match right
4,mismatch left
5,mismatch right
6,match left
7,mismatch left
8,mismatch right
9,match left
10,mismatch left
11,match right
12,match left
13,mismatch right
14,mismatch left
15,mismatch right
16,mismatch left
17,match left
18,match right
19,mismatch right
20,mismatch right
21,mismatch left
22,mismatch right
23,mismatch left
24,mismatch right
25,mismatch right
26,mismatch left
27,match right
28,match right
29,mismatch right
30,mismatch right
31,match left
32,match right
33,match left
34,match right
35,match left
36,mismatch left
37,match left
38,mismatch left
39,match right
40,mismatch left
41,match left
42,match right
43,match left
44,mismatch right
45,match right
46,match left
47,match right
48,match right
49,mismatch left
50,mismatch right
51,mismatch left
52,match left
53,match left
54,match left
55,match right
56,match right
57,mismatch right
58,match left
59,mismatch right
