,0
0,mismatch right
1,mismatch right
2,match right
3,mismatch right
4,mismatch right
5,match right
6,mismatch left
7,mismatch left
8,match left
9,mismatch left
10,match left
11,mismatch left
12,mismatch left
13,match right
14,match left
15,match right
16,match left
17,match right
18,match right
19,mismatch left
20,mismatch left
21,match left
22,match left
23,mismatch left
24,match right
25,mismatch right
26,mismatch left
27,mismatch right
28,mismatch left
29,match left
30,match left
31,match left
32,match left
33,match right
34,match right
35,match left
36,mismatch right
37,mismatch right
38,mismatch right
39,match right
40,mismatch right
41,mismatch left
42,mismatch right
43,match right
44,match right
45,match left
46,mismatch right
47,mismatch left
