,0
0,Allen wants two white flowers_1.mp4
1,Nina prefers four red windows_1.mp4
2,Steven sees nineteen dark sofas_1.mp4
3,Peter sold twelve small flowers_1.mp4
4,William gives nineteen dark rings_1.mp4
5,Doris sees sixty pretty desks_1.mp4
6,William gives nineteen small sofas_1.mp4
7,Allen sold seven old spoons_1.mp4
8,Lucy kept two green chairs_1.mp4
9,Kathy ordered three dark desks_1.mp4
10,Steven sold twelve large toys_1.mp4
11,Peter ordered four white desks_1.mp4
12,Thomas got eight red windows_1.mp4
13,William gives nineteen small sofas_1.mp4
14,Peter sold four large flowers_1.mp4
15,Kathy kept two dark houses_1.mp4
16,Peter got twelve large toys_1.mp4
17,Nina wants nine cheap flowers_1.mp4
18,William bought four red tables_1.mp4
19,Peter got sixty small chairs_1.mp4
20,Lucy has three red desks_1.mp4
21,Doris sees fifteen large sofas_1.mp4
22,Thomas bought sixty white spoons_1.mp4
23,Kathy got three old flowers_1.mp4
24,William kept two red windows_1.mp4
25,Nina sold fifteen large desks_1.mp4
26,Allen prefers four small flowers_1.mp4
27,Thomas prefers nineteen white toys_1.mp4
28,Peter sees fifteen green chairs_1.mp4
29,Lucy wants three cheap flowers_1.mp4
30,Thomas sold seven old desks_1.mp4
31,Nina gives two pretty rings_1.mp4
32,Rachel sold fifteen old rings_1.mp4
33,Rachel sold three red houses_1.mp4
34,Peter bought nineteen dark rings_1.mp4
35,Doris has four old sofas_1.mp4
36,Kathy sold twelve green chairs_1.mp4
37,Peter bought nineteen dark rings_1.mp4
38,Allen got sixty old desks_1.mp4
39,Nina prefers three red spoons_1.mp4
40,Thomas wants three cheap spoons_1.mp4
41,Nina has sixty green desks_1.mp4
42,Doris sold nine dark tables_1.mp4
43,Peter gives eight large desks_1.mp4
44,Thomas prefers nine dark rings_1.mp4
45,Lucy got fifteen cheap chairs_1.mp4
46,Rachel sold three red houses_1.mp4
47,Peter got sixty small chairs_1.mp4
