,0
0,Thomas gives seven pretty toys_1.mp4
1,Kathy got nine old desks_1.mp4
2,Rachel kept eight large chairs_1.mp4
3,Doris bought fifteen cheap tables_1.mp4
4,Allen has three green rings_1.mp4
5,Kathy prefers four large houses_1.mp4
6,Thomas got nine large rings_1.mp4
7,Steven has four red toys_1.mp4
8,Peter bought eight pretty flowers_1.mp4
9,Allen got nine old sofas_1.mp4
10,Allen kept seven heavy spoons_1.mp4
11,Doris has sixty old chairs_1.mp4
12,Kathy prefers two dark flowers_1.mp4
13,Rachel sees nine cheap houses_1.mp4
14,Lucy wants nine white chairs_1.mp4
15,Lucy ordered two cheap flowers_1.mp4
16,Rachel sold seven green desks_1.mp4
17,Doris prefers three white rings_1.mp4
18,Allen has fifteen old sofas_1.mp4
19,Thomas gives nineteen small chairs_1.mp4
20,Lucy prefers nineteen red sofas_1.mp4
21,Peter wants three pretty chairs_1.mp4
22,Steven got nine old flowers_1.mp4
23,Kathy ordered four cheap spoons_1.mp4
24,Doris gives seven pretty toys_1.mp4
25,Thomas sees three cheap rings_1.mp4
26,Lucy wants nine white chairs_1.mp4
27,Kathy gives two large toys_1.mp4
28,William got nineteen green spoons_1.mp4
29,Kathy prefers eight heavy houses_1.mp4
30,Peter sees four large chairs_1.mp4
31,Rachel has twelve red sofas_1.mp4
32,Doris got eight cheap toys_1.mp4
33,Nina has twelve large desks_1.mp4
34,Doris ordered fifteen cheap desks_1.mp4
35,Thomas ordered eight white houses_1.mp4
36,Doris sees two heavy sofas_1.mp4
37,Lucy wants nine small flowers_1.mp4
38,Steven kept four large tables_1.mp4
39,Kathy got nine old desks_1.mp4
40,Allen got nineteen heavy toys_1.mp4
41,Rachel sees four old houses_1.mp4
42,Peter gives seven small desks_1.mp4
43,Steven sees seven pretty chairs_1.mp4
44,Allen wants four large spoons_1.mp4
45,Allen kept nineteen heavy toys_1.mp4
46,Doris sees seven large spoons_1.mp4
47,Allen got nineteen large rings_1.mp4
