,0
0,Rachel prefers four white toys_1.mp4
1,Kathy gives fifteen green flowers_1.mp4
2,Kathy got seven dark spoons_1.mp4
3,Doris kept four small chairs_1.mp4
4,William prefers sixty pretty flowers_1.mp4
5,Steven bought eight large sofas_1.mp4
6,Kathy gives three dark flowers_1.mp4
7,Nina prefers seven large sofas_1.mp4
8,Nina got three dark sofas_1.mp4
9,William bought two pretty houses_1.mp4
10,Nina gives four large windows_1.mp4
11,Steven has nineteen white windows_1.mp4
12,Rachel got three cheap toys_1.mp4
13,Thomas bought twelve small flowers_1.mp4
14,Nina has sixty cheap flowers_1.mp4
15,Rachel prefers four white toys_1.mp4
16,Doris kept three large tables_1.mp4
17,Kathy ordered seven cheap houses_1.mp4
18,Allen wants seven pretty windows_1.mp4
19,William kept nineteen white windows_1.mp4
20,Doris bought four small houses_1.mp4
21,Doris kept four small chairs_1.mp4
22,Nina gives two pretty windows_1.mp4
23,Steven sees three white chairs_1.mp4
24,Doris wants three pretty desks_1.mp4
25,Allen prefers three red sofas_1.mp4
26,Nina gives four large windows_1.mp4
27,Peter ordered two white windows_1.mp4
28,Allen wants fifteen green tables_1.mp4
29,Doris got fifteen pretty sofas_1.mp4
30,Doris sold sixty cheap desks_1.mp4
31,Steven kept two red chairs_1.mp4
32,Rachel sold four old desks_1.mp4
33,Peter sold four small desks_1.mp4
34,Peter prefers three large chairs_1.mp4
35,Peter sees seven pretty desks_1.mp4
36,Nina wants eight pretty rings_1.mp4
37,Steven wants sixty green flowers_1.mp4
38,Nina has seven old sofas_1.mp4
39,Doris got eight cheap toys_1.mp4
40,Lucy wants two red sofas_1.mp4
41,Nina got sixty large sofas_1.mp4
42,Nina ordered sixty heavy tables_1.mp4
43,Nina ordered four large spoons_1.mp4
44,Allen sees four cheap tables_1.mp4
45,Allen sees four cheap tables_1.mp4
46,Rachel sold twelve large spoons_1.mp4
47,Kathy gives two large toys_1.mp4
