,0
0,Allen got three cheap chairs_1.mp4
1,Thomas ordered three old houses_1.mp4
2,Steven sold twelve large toys_1.mp4
3,Rachel sold seven green houses_1.mp4
4,Thomas got three dark windows_1.mp4
5,Lucy got four heavy toys_1.mp4
6,Peter ordered eight heavy desks_1.mp4
7,Allen sold four red flowers_1.mp4
8,Peter bought four large windows_1.mp4
9,Lucy has four white chairs_1.mp4
10,Rachel kept seven small rings_1.mp4
11,Allen sold sixty pretty chairs_1.mp4
12,Thomas ordered fifteen red houses_1.mp4
13,Nina wants three heavy windows_1.mp4
14,Allen prefers two heavy desks_1.mp4
15,Lucy sold fifteen cheap spoons_1.mp4
16,Steven ordered two dark spoons_1.mp4
17,William sold three green desks_1.mp4
18,William prefers three large desks_1.mp4
19,Lucy has four old flowers_1.mp4
20,Peter got nineteen heavy windows_1.mp4
21,Nina gives two pretty rings_1.mp4
22,Allen ordered twelve large desks_1.mp4
23,Thomas has sixty dark houses_1.mp4
24,Kathy bought fifteen large toys_1.mp4
25,Thomas sold two old chairs_1.mp4
26,Doris got four red toys_1.mp4
27,Rachel got three small sofas_1.mp4
28,Doris got seven cheap desks_1.mp4
29,Rachel prefers two old toys_1.mp4
30,Allen got three green chairs_1.mp4
31,Thomas prefers three white desks_1.mp4
32,Lucy got four pretty sofas_1.mp4
33,Doris got three old toys_1.mp4
34,Steven bought four small tables_1.mp4
35,Rachel got three heavy sofas_1.mp4
36,Peter sold twelve small flowers_1.mp4
37,Peter prefers four large rings_1.mp4
38,Thomas prefers nineteen small toys_1.mp4
39,Peter bought four large windows_1.mp4
40,Kathy bought fifteen large toys_1.mp4
41,Peter has two cheap windows_1.mp4
42,Lucy has four white chairs_1.mp4
43,Lucy wants fifteen small sofas_1.mp4
44,William ordered nineteen old toys_1.mp4
45,Peter bought sixty pretty desks_1.mp4
46,Nina got two heavy tables_1.mp4
47,William has seven white tables_1.mp4
