,0,1,2,3,4
0,Allen,got,three,dark,windows
1,Kathy,ordered,four,green,desks
2,Peter,sold,fifteen,cheap,chairs
3,Peter,wants,four,green,desks
4,Peter,sold,fifteen,large,tables
5,Nina,wants,three,heavy,flowers
6,Lucy,has,two,white,desks
7,Allen,prefers,four,small,sofas
8,Thomas,sees,seven,green,houses
9,Kathy,has,three,large,chairs
10,Nina,ordered,nine,white,windows
11,Peter,ordered,fifteen,pretty,sofas
12,Rachel,has,two,small,flowers
13,Doris,sold,sixty,green,spoons
14,Allen,sold,sixty,old,sofas
15,Steven,kept,fifteen,small,sofas
16,Rachel,bought,eight,large,windows
17,William,wants,sixty,pretty,chairs
18,Allen,bought,four,green,houses
19,Peter,has,fifteen,white,windows
20,Rachel,has,twelve,old,tables
21,Nina,sold,sixty,large,rings
22,William,prefers,three,green,flowers
23,Kathy,bought,four,old,chairs
24,William,sold,seven,old,spoons
25,Rachel,kept,eight,large,sofas
26,Rachel,has,four,large,tables
27,Kathy,ordered,sixty,cheap,toys
28,Allen,got,sixty,white,desks
29,Allen,has,four,white,desks
30,Kathy,gives,nine,green,rings
31,Peter,got,sixty,red,spoons
32,Steven,has,four,heavy,chairs
33,Lucy,wants,fifteen,red,chairs
34,Doris,has,three,dark,desks
35,William,prefers,sixty,large,sofas
36,Doris,ordered,four,cheap,sofas
37,Lucy,wants,fifteen,small,sofas
38,Doris,wants,nineteen,white,chairs
39,Peter,kept,nine,small,flowers
40,Kathy,wants,four,pretty,windows
41,Nina,has,three,large,rings
42,Allen,kept,twelve,white,tables
43,Thomas,kept,two,small,spoons
44,Nina,prefers,nineteen,dark,desks
45,Kathy,wants,fifteen,green,tables
46,Thomas,prefers,nine,large,chairs
47,Thomas,wants,seven,green,toys
48,Peter,got,three,pretty,flowers
49,Doris,has,four,old,sofas
50,Allen,ordered,four,large,toys
51,Thomas,got,twelve,large,toys
52,Allen,wants,nine,white,desks
53,Lucy,kept,two,green,chairs
54,Nina,ordered,nine,white,houses
55,Kathy,got,sixty,pretty,desks
56,Thomas,prefers,nineteen,white,toys
57,Nina,has,seven,small,rings
58,Allen,sees,fifteen,large,chairs
59,Doris,has,three,old,houses
