,0
0,William gives nine green houses_1.mp4
1,Lucy got fifteen small flowers_1.mp4
2,Kathy sees four old toys_1.mp4
3,Lucy wants nine large toys_1.mp4
4,Peter bought nineteen pretty rings_1.mp4
5,Rachel prefers twelve red desks_1.mp4
6,Thomas kept two small spoons_1.mp4
7,Doris sees fifteen large sofas_1.mp4
8,Rachel sees three large spoons_1.mp4
9,Steven sold fifteen pretty houses_1.mp4
10,Thomas sees eight old toys_1.mp4
11,Doris has sixty dark spoons_1.mp4
12,Lucy got three green spoons_1.mp4
13,Peter kept sixty pretty toys_1.mp4
14,Kathy gives seven old desks_1.mp4
15,Steven sold nine green sofas_1.mp4
16,Allen ordered twelve heavy rings_1.mp4
17,Kathy has eight red flowers_1.mp4
18,Nina has eight small windows_1.mp4
19,Rachel sees three pretty chairs_1.mp4
20,Doris got fifteen cheap desks_1.mp4
21,Peter gives four green sofas_1.mp4
22,Steven got fifteen old chairs_1.mp4
23,Peter bought nineteen cheap houses_1.mp4
24,Lucy wants twelve white tables_1.mp4
25,Doris ordered seven red rings_1.mp4
26,Kathy gives eight large spoons_1.mp4
27,Steven sold eight cheap houses_1.mp4
28,Lucy wants eight cheap tables_1.mp4
29,Doris ordered twelve old flowers_1.mp4
30,Thomas sold nine large desks_1.mp4
31,Allen bought nineteen small chairs_1.mp4
32,Kathy ordered three cheap spoons_1.mp4
33,Peter ordered two dark tables_1.mp4
34,William prefers three large desks_1.mp4
35,Rachel got nineteen white spoons_1.mp4
36,Thomas sees seven green houses_1.mp4
37,Lucy wants three cheap flowers_1.mp4
38,Allen prefers four heavy flowers_1.mp4
39,Peter gives eight large desks_1.mp4
40,Doris got seven old windows_1.mp4
41,Rachel sold three red windows_1.mp4
42,Thomas wants seven green toys_1.mp4
43,Steven ordered two dark spoons_1.mp4
44,Allen sold two green chairs_1.mp4
45,Thomas prefers three white desks_1.mp4
46,Peter got fifteen heavy tables_1.mp4
47,Kathy bought eight green flowers_1.mp4
