,0
0,match right
1,match right
2,mismatch right
3,match left
4,match right
5,match right
6,mismatch left
7,mismatch right
8,mismatch right
9,match left
10,mismatch right
11,match right
12,match right
13,match right
14,mismatch left
15,match left
16,mismatch left
17,mismatch right
18,mismatch right
19,mismatch left
20,mismatch right
21,mismatch left
22,mismatch right
23,mismatch right
24,match left
25,mismatch left
26,match right
27,match left
28,mismatch left
29,match right
30,mismatch left
31,match left
32,mismatch left
33,mismatch right
34,match left
35,mismatch left
36,mismatch left
37,match right
38,match left
39,match left
40,mismatch right
41,match left
42,match right
43,match left
44,mismatch right
45,mismatch left
46,match right
47,match left
