,0
0,William kept nineteen white windows_1.mp4
1,Nina sees four large tables_1.mp4
2,Thomas has sixty cheap houses_1.mp4
3,Thomas has sixty cheap houses_1.mp4
4,Peter has four green windows_1.mp4
5,Thomas ordered eight old tables_1.mp4
6,Doris gives twelve large houses_1.mp4
7,Doris gives twelve large houses_1.mp4
8,Doris gives twelve large houses_1.mp4
9,Lucy prefers fifteen heavy sofas_1.mp4
10,William sees nineteen white flowers_1.mp4
11,Doris kept three green tables_1.mp4
12,Doris kept three green tables_1.mp4
13,Doris kept three green tables_1.mp4
14,Allen wants seven pretty windows_1.mp4
15,William has nineteen white desks_1.mp4
16,Nina prefers four heavy toys_1.mp4
17,Doris bought eight cheap chairs_1.mp4
18,Doris bought eight cheap chairs_1.mp4
19,Rachel sold twelve large spoons_1.mp4
20,Rachel sold twelve large spoons_1.mp4
21,Kathy has four small windows_1.mp4
22,Peter gives nine heavy sofas_1.mp4
23,William sees nineteen white flowers_1.mp4
24,Steven kept two red chairs_1.mp4
25,Steven kept two red chairs_1.mp4
26,Nina prefers fifteen large rings_1.mp4
27,Lucy bought sixty old windows_1.mp4
28,Peter sold four red flowers_1.mp4
29,Thomas ordered eight white houses_1.mp4
30,Thomas ordered eight white houses_1.mp4
31,Allen kept nineteen small rings_1.mp4
32,Rachel bought sixty red spoons_1.mp4
33,Rachel bought sixty red spoons_1.mp4
34,Kathy got seven dark desks_1.mp4
35,Allen has nine green sofas_1.mp4
36,Peter ordered three old chairs_1.mp4
37,Lucy gives twelve large spoons_1.mp4
38,William sees nineteen white flowers_1.mp4
39,William sees nineteen white flowers_1.mp4
40,William sees nineteen white flowers_1.mp4
41,William ordered seven white houses_1.mp4
42,William ordered seven white houses_1.mp4
43,Thomas ordered three pretty houses_1.mp4
44,Nina got sixty large sofas_1.mp4
45,Peter sees twelve cheap spoons_1.mp4
46,Peter sees twelve cheap spoons_1.mp4
47,Lucy prefers nineteen large desks_1.mp4
