,0
0,Kathy gives three small desks_1.mp4
1,Peter got nine dark spoons_1.mp4
2,Allen wants eight green toys_1.mp4
3,Doris sold twelve old sofas_1.mp4
4,William sees sixty cheap chairs_1.mp4
5,Rachel prefers three pretty spoons_1.mp4
6,Steven bought nine heavy toys_1.mp4
7,Lucy got fifteen small flowers_1.mp4
8,Doris prefers nineteen dark flowers_1.mp4
9,Peter has four large toys_1.mp4
10,Thomas sold seven old desks_1.mp4
11,Rachel got eight small houses_1.mp4
12,Nina gives two pretty rings_1.mp4
13,Peter got fifteen old tables_1.mp4
14,Rachel sees three large spoons_1.mp4
15,Lucy got fifteen small flowers_1.mp4
16,Thomas gives sixty green tables_1.mp4
17,Steven ordered twelve dark sofas_1.mp4
18,William ordered two old desks_1.mp4
19,Allen got sixty old desks_1.mp4
20,Peter wants three small tables_1.mp4
21,Lucy sold twelve cheap spoons_1.mp4
22,Doris got eight large rings_1.mp4
23,Allen bought seven green desks_1.mp4
24,Thomas ordered three old houses_1.mp4
25,Peter prefers four large rings_1.mp4
26,Steven got seven green desks_1.mp4
27,Doris wants twelve cheap toys_1.mp4
28,Rachel sees three pretty chairs_1.mp4
29,William gives nineteen small sofas_1.mp4
30,Peter gives eight red houses_1.mp4
31,Peter ordered eight white toys_1.mp4
32,Peter prefers eight cheap chairs_1.mp4
33,Doris has four old sofas_1.mp4
34,Steven wants fifteen heavy tables_1.mp4
35,Nina sold two small houses_1.mp4
36,Thomas prefers eight cheap toys_1.mp4
37,Nina kept four large tables_1.mp4
38,Doris sold nineteen green desks_1.mp4
39,Steven sold fifteen pretty houses_1.mp4
40,Thomas got twelve large toys_1.mp4
41,Thomas got sixty cheap desks_1.mp4
42,Peter got four green desks_1.mp4
43,William bought two heavy windows_1.mp4
44,Lucy has nineteen white chairs_1.mp4
45,Rachel kept nine dark desks_1.mp4
46,Allen prefers four small flowers_1.mp4
47,Doris wants eight old tables_1.mp4
