,0
0,Allen kept seven red houses_1.mp4
1,Steven bought four small tables_1.mp4
2,William sees eight large flowers_1.mp4
3,Peter prefers four green desks_1.mp4
4,Peter gives fifteen large tables_1.mp4
5,Thomas got twelve dark houses_1.mp4
6,Lucy has two white desks_1.mp4
7,Allen prefers four small sofas_1.mp4
8,Thomas sees seven green houses_1.mp4
9,Kathy has fifteen heavy desks_1.mp4
10,Peter wants nineteen red windows_1.mp4
11,Lucy sees eight pretty sofas_1.mp4
12,Rachel prefers two old toys_1.mp4
13,Doris sold sixty green spoons_1.mp4
14,Allen sold two green chairs_1.mp4
15,Steven kept fifteen small sofas_1.mp4
16,Rachel bought eight dark windows_1.mp4
17,William wants sixty pretty chairs_1.mp4
18,Kathy bought three small toys_1.mp4
19,Peter has fifteen white windows_1.mp4
20,Thomas got nine pretty sofas_1.mp4
21,Kathy gives nineteen red spoons_1.mp4
22,Peter ordered eight white toys_1.mp4
23,Peter bought four large windows_1.mp4
24,Allen sold seven old spoons_1.mp4
25,Rachel got eight small houses_1.mp4
26,Thomas has twelve heavy sofas_1.mp4
27,Kathy ordered fifteen cheap toys_1.mp4
28,Peter sold sixty white desks_1.mp4
29,Doris kept twelve small houses_1.mp4
30,Nina sees nineteen old chairs_1.mp4
31,Peter got sixty red spoons_1.mp4
32,Steven has four heavy chairs_1.mp4
33,Lucy ordered four cheap chairs_1.mp4
34,Kathy bought nine white rings_1.mp4
35,Steven sold twelve large toys_1.mp4
36,Thomas sees seven green houses_1.mp4
37,Lucy wants fifteen small sofas_1.mp4
38,Doris ordered nineteen white toys_1.mp4
39,Rachel kept nine dark desks_1.mp4
40,Lucy got four pretty sofas_1.mp4
41,Nina has two heavy tables_1.mp4
42,Peter has nineteen white windows_1.mp4
43,Peter got three pretty flowers_1.mp4
44,Nina prefers four red windows_1.mp4
45,William ordered twelve cheap rings_1.mp4
46,Thomas prefers nine dark rings_1.mp4
47,Thomas wants seven green toys_1.mp4
48,Peter got three pretty flowers_1.mp4
49,Rachel bought eight dark windows_1.mp4
50,Peter ordered twelve large toys_1.mp4
51,Thomas sees fifteen cheap windows_1.mp4
52,Steven prefers seven pretty sofas_1.mp4
53,Nina ordered nine heavy tables_1.mp4
54,Nina ordered nine white houses_1.mp4
55,Kathy got sixty pretty desks_1.mp4
56,Peter ordered two dark sofas_1.mp4
57,Nina has eight green spoons_1.mp4
58,Steven wants fifteen heavy tables_1.mp4
59,Rachel got three green houses_1.mp4
