,0
0,mismatch left
1,mismatch left
2,match right
3,mismatch left
4,match left
5,match left
6,match left
7,match left
8,match left
9,mismatch right
10,mismatch right
11,mismatch left
12,mismatch right
13,match right
14,mismatch left
15,match right
16,match left
17,match right
18,mismatch left
19,mismatch left
20,match right
21,match left
22,match right
23,mismatch left
24,mismatch right
25,mismatch left
26,mismatch right
27,mismatch right
28,mismatch right
29,mismatch right
30,match left
31,match left
32,match left
33,mismatch right
34,match right
35,match left
36,mismatch left
37,match left
38,mismatch right
39,mismatch left
40,mismatch left
41,mismatch left
42,mismatch left
43,mismatch right
44,match left
45,match right
46,mismatch right
47,match right
48,match right
49,match left
50,mismatch left
51,mismatch right
52,match right
53,match right
54,match left
55,match right
56,match right
57,match right
58,mismatch right
59,mismatch right
