,0
0,William ordered sixty cheap toys_1.mp4
1,Nina has two heavy tables_1.mp4
2,Lucy gives eight white desks_1.mp4
3,Steven sees nineteen dark sofas_1.mp4
4,Peter sold twelve small flowers_1.mp4
5,Thomas has three white desks_1.mp4
6,Allen bought nineteen large chairs_1.mp4
7,Rachel got two red toys_1.mp4
8,Steven wants fifteen heavy tables_1.mp4
9,Allen sees four dark toys_1.mp4
10,Rachel sold three red houses_1.mp4
11,Kathy bought nine white rings_1.mp4
12,Doris got seven cheap desks_1.mp4
13,Peter ordered three white houses_1.mp4
14,Steven sold nine green sofas_1.mp4
15,Nina has two heavy tables_1.mp4
16,William sees sixty cheap chairs_1.mp4
17,Steven sees four dark spoons_1.mp4
18,Kathy ordered fifteen cheap toys_1.mp4
19,Peter bought nineteen pretty rings_1.mp4
20,Rachel sold seven green houses_1.mp4
21,Rachel got three small sofas_1.mp4
22,Allen wants three pretty chairs_1.mp4
23,Nina prefers four red windows_1.mp4
24,Peter gives fifteen large tables_1.mp4
25,Rachel kept seven small rings_1.mp4
26,Allen wants two white flowers_1.mp4
27,Peter got sixty small chairs_1.mp4
28,Thomas wants three old flowers_1.mp4
29,Kathy sold twelve green chairs_1.mp4
30,Rachel prefers fifteen large houses_1.mp4
31,Thomas prefers nineteen white spoons_1.mp4
32,Peter bought fifteen green rings_1.mp4
33,Peter got nine green sofas_1.mp4
34,Lucy has two small flowers_1.mp4
35,William wants sixty pretty chairs_1.mp4
36,Lucy has four old flowers_1.mp4
37,Doris sees twelve red toys_1.mp4
38,Peter ordered three white houses_1.mp4
39,Lucy sold nine large spoons_1.mp4
40,William got sixty dark chairs_1.mp4
41,Kathy gives twelve cheap tables_1.mp4
42,Nina sees nineteen old chairs_1.mp4
43,Thomas gives three white windows_1.mp4
44,Allen bought seven pretty tables_1.mp4
45,Doris got eight large rings_1.mp4
46,Doris ordered seven red rings_1.mp4
47,Thomas wants four pretty rings_1.mp4
