,0
0,Peter wants nine green flowers_1.mp4
1,Rachel sold three pretty rings_1.mp4
2,Doris bought seven small windows_1.mp4
3,Thomas got fifteen large chairs_1.mp4
4,Nina prefers twelve large houses_1.mp4
5,Steven ordered three cheap tables_1.mp4
6,Doris sold eight pretty spoons_1.mp4
7,Doris kept sixty dark rings_1.mp4
8,Thomas kept eight pretty sofas_1.mp4
9,Lucy ordered seven large desks_1.mp4
10,Peter got twelve small spoons_1.mp4
11,Peter ordered nineteen old toys_1.mp4
12,William gives nineteen dark toys_1.mp4
13,Rachel wants twelve large flowers_1.mp4
14,Lucy bought sixty small chairs_1.mp4
15,Kathy prefers eight red spoons_1.mp4
16,Thomas got fifteen large chairs_1.mp4
17,William has three small sofas_1.mp4
18,Thomas wants eight red tables_1.mp4
19,Doris prefers nine large desks_1.mp4
20,Nina got twelve old windows_1.mp4
21,Peter sees eight red windows_1.mp4
22,William got nineteen green spoons_1.mp4
23,Thomas ordered eight white houses_1.mp4
24,Kathy has nine dark toys_1.mp4
25,Steven bought twelve cheap desks_1.mp4
26,Doris sees two heavy sofas_1.mp4
27,Lucy got twelve pretty toys_1.mp4
28,William has seven cheap sofas_1.mp4
29,Doris kept four red desks_1.mp4
30,Peter ordered two white windows_1.mp4
31,Allen got nineteen heavy toys_1.mp4
32,Thomas got fifteen large chairs_1.mp4
33,Kathy sold fifteen dark spoons_1.mp4
34,Thomas prefers seven white desks_1.mp4
35,Steven kept three old tables_1.mp4
36,Allen bought eight large rings_1.mp4
37,Allen got nineteen heavy toys_1.mp4
38,Rachel sees fifteen old flowers_1.mp4
39,Allen kept nineteen heavy toys_1.mp4
40,Nina wants eight pretty rings_1.mp4
41,Doris bought seven small windows_1.mp4
42,Doris wants three large flowers_1.mp4
43,Peter sold four small desks_1.mp4
44,William ordered two red sofas_1.mp4
45,Rachel prefers twelve old spoons_1.mp4
46,Steven wants sixty green flowers_1.mp4
47,Kathy has nine dark toys_1.mp4
