,0
0,match left
1,mismatch left
2,mismatch left
3,match right
4,mismatch right
5,match right
6,match left
7,match left
8,match right
9,mismatch right
10,match right
11,match left
12,mismatch right
13,mismatch right
14,mismatch left
15,mismatch left
16,match right
17,match left
18,mismatch left
19,mismatch right
20,match left
21,mismatch left
22,mismatch right
23,match right
24,mismatch left
25,mismatch left
26,mismatch right
27,mismatch right
28,match left
29,match left
30,match right
31,mismatch right
32,mismatch right
33,mismatch left
34,match left
35,mismatch left
36,match left
37,match right
38,match right
39,match right
40,match right
41,mismatch left
42,match right
43,mismatch left
44,mismatch right
45,mismatch right
46,mismatch right
47,mismatch left
48,mismatch right
49,match right
50,match left
51,mismatch left
52,mismatch right
53,match left
54,match right
55,match left
56,mismatch left
57,match left
58,match left
59,match right
