,Column1,Column2,Column3,Column4,Column5
0,William,sold,sixty,large,desks
1,Lucy,has,seven,green,toys
2,Doris,bought,eight,cheap,houses
3,Rachel,wants,twelve,white,sofas
4,Steven,prefers,two,old,rings
5,Doris,ordered,seven,red,rings
6,Steven,bought,four,small,tables
7,Peter,bought,three,cheap,rings
8,Rachel,kept,sixty,large,desks
9,Nina,has,fifteen,white,spoons
10,Steven,sold,nine,pretty,windows
11,Allen,kept,three,heavy,desks
12,Doris,sees,fifteen,large,sofas
13,Kathy,gives,nine,green,rings
14,Steven,bought,four,small,tables
15,Thomas,gives,twelve,heavy,toys
16,Peter,sees,seven,large,desks
17,Rachel,ordered,twelve,cheap,tables
18,Nina,sold,two,small,houses
19,Thomas,sees,eight,green,rings
20,Kathy,wants,eight,dark,flowers
21,Allen,sees,three,small,rings
22,Thomas,sold,nine,large,desks
23,Doris,has,sixty,dark,spoons
24,Peter,ordered,fifteen,green,tables
25,Nina,has,two,heavy,tables
26,Steven,ordered,two,dark,spoons
27,Peter,sold,fifteen,cheap,spoons
28,Allen,kept,seven,red,houses
29,Steven,sees,nineteen,dark,sofas
30,William,bought,four,red,tables
31,Lucy,got,three,green,spoons
32,Peter,has,fifteen,white,windows
33,Allen,wants,two,white,flowers
34,William,prefers,sixty,small,sofas
35,Steven,kept,three,green,chairs
36,Rachel,bought,fifteen,green,houses
37,William,gives,nine,green,houses
38,Lucy,gives,fifteen,white,sofas
39,Allen,bought,nineteen,large,chairs
40,Peter,got,twelve,large,windows
41,Kathy,wants,fifteen,cheap,desks
42,Doris,got,nine,old,windows
43,Peter,has,two,cheap,windows
44,Steven,sold,twelve,large,desks
45,Lucy,got,four,heavy,toys
46,Rachel,kept,seven,small,rings
47,Steven,bought,nine,heavy,toys
48,Peter,sees,sixty,large,spoons
49,Doris,bought,eight,cheap,houses
50,Nina,wants,two,small,chairs
51,Steven,ordered,twelve,dark,sofas
52,William,gives,three,cheap,windows
53,Peter,gives,twelve,small,desks
54,Rachel,prefers,fifteen,large,houses
55,Nina,prefers,four,red,windows
56,William,ordered,sixty,cheap,toys
57,Steven,gives,nine,red,desks
58,Steven,prefers,four,large,houses
59,Allen,sees,fifteen,red,tables
