,0
0,William sold sixty large desks_1.mp4
1,Lucy has seven green toys_1.mp4
2,Peter ordered two dark tables_1.mp4
3,Rachel wants twelve white sofas_1.mp4
4,Steven prefers two old rings_1.mp4
5,William has sixty white chairs_1.mp4
6,Steven bought four small tables_1.mp4
7,Nina got three old houses_1.mp4
8,Doris prefers nineteen dark flowers_1.mp4
9,Thomas ordered three old houses_1.mp4
10,Steven sold nine green sofas_1.mp4
11,Allen kept three heavy desks_1.mp4
12,Peter has nineteen red spoons_1.mp4
13,Nina sold twelve old windows_1.mp4
14,Thomas prefers eight cheap toys_1.mp4
15,Thomas gives twelve heavy toys_1.mp4
16,Peter sees seven large desks_1.mp4
17,Rachel ordered twelve cheap tables_1.mp4
18,Nina sold two small houses_1.mp4
19,Peter bought sixty pretty desks_1.mp4
20,William bought two green spoons_1.mp4
21,Allen sees three small rings_1.mp4
22,Thomas sold nine large desks_1.mp4
23,Thomas got twelve large toys_1.mp4
24,Peter ordered fifteen green tables_1.mp4
25,Doris ordered twelve old flowers_1.mp4
26,Steven ordered two dark spoons_1.mp4
27,Peter sold fifteen cheap spoons_1.mp4
28,Rachel got eight white desks_1.mp4
29,Steven sees nineteen dark sofas_1.mp4
30,William bought four red tables_1.mp4
31,Lucy got three green spoons_1.mp4
32,Steven sees nineteen dark sofas_1.mp4
33,Peter got nineteen large desks_1.mp4
34,William prefers sixty small sofas_1.mp4
35,Steven kept three green chairs_1.mp4
36,Rachel bought fifteen green houses_1.mp4
37,William gives nine green houses_1.mp4
38,Doris sold nine cheap houses_1.mp4
39,Allen bought nineteen large chairs_1.mp4
40,Peter got twelve large windows_1.mp4
41,Kathy wants fifteen cheap desks_1.mp4
42,Doris got nine old windows_1.mp4
43,Kathy wants fifteen green tables_1.mp4
44,Thomas ordered nine dark flowers_1.mp4
45,Allen bought nineteen pretty sofas_1.mp4
46,Rachel kept seven small rings_1.mp4
47,Steven bought fifteen large spoons_1.mp4
48,Peter sees sixty large spoons_1.mp4
49,Doris bought eight cheap houses_1.mp4
50,Rachel sold fifteen old rings_1.mp4
51,Peter has nineteen large desks_1.mp4
52,Nina sees nineteen green houses_1.mp4
53,Steven got seven green flowers_1.mp4
54,Doris ordered three red chairs_1.mp4
55,Nina wants nine cheap flowers_1.mp4
56,Steven kept three green chairs_1.mp4
57,Steven gives nine red desks_1.mp4
58,Peter sold nineteen pretty rings_1.mp4
59,Nina sold two heavy desks_1.mp4
