,0
0,match left
1,mismatch right
2,match left
3,match right
4,match left
5,mismatch right
6,match left
7,mismatch left
8,mismatch left
9,match right
10,mismatch left
11,match right
12,match right
13,mismatch left
14,mismatch left
15,mismatch right
16,mismatch right
17,match right
18,match right
19,match left
20,match left
21,match right
22,match left
23,mismatch right
24,mismatch left
25,match left
26,mismatch left
27,mismatch right
28,mismatch left
29,match left
30,match left
31,match right
32,match right
33,mismatch left
34,mismatch left
35,mismatch left
36,mismatch right
37,match right
38,match right
39,mismatch right
40,match right
41,mismatch right
42,mismatch right
43,match left
44,match left
45,match left
46,mismatch right
47,mismatch left
48,mismatch right
49,mismatch left
50,match right
51,match left
52,mismatch left
53,match left
54,mismatch right
55,mismatch left
56,match right
57,mismatch right
58,match right
59,mismatch right
