,0
0,Doris kept twelve small houses_1.mp4
1,Steven prefers seven pretty sofas_1.mp4
2,Thomas sold two old chairs_1.mp4
3,Rachel bought eight white rings_1.mp4
4,Steven sees eight green sofas_1.mp4
5,Peter prefers two heavy desks_1.mp4
6,Kathy wants eight dark flowers_1.mp4
7,Thomas sees seven green houses_1.mp4
8,Rachel bought two large desks_1.mp4
9,Rachel wants seven large chairs_1.mp4
10,William has nine small flowers_1.mp4
11,Steven kept three old rings_1.mp4
12,Thomas gives sixty green tables_1.mp4
13,Lucy has seven green toys_1.mp4
14,Peter has nineteen red spoons_1.mp4
15,Doris got seven cheap desks_1.mp4
16,Thomas gives three white windows_1.mp4
17,Kathy wants eight dark flowers_1.mp4
18,Steven sees eight green sofas_1.mp4
19,Doris sees sixty pretty desks_1.mp4
20,Peter has fifteen dark flowers_1.mp4
21,Nina wants two small chairs_1.mp4
22,Lucy got four heavy toys_1.mp4
23,Lucy wants nine large toys_1.mp4
24,Steven prefers four large houses_1.mp4
25,Rachel wants twelve white flowers_1.mp4
26,Thomas gives three small houses_1.mp4
27,Doris got seven old windows_1.mp4
28,Rachel prefers fifteen large houses_1.mp4
29,Kathy gives eight large spoons_1.mp4
30,Thomas sees fifteen cheap windows_1.mp4
31,Doris prefers three red tables_1.mp4
32,Nina sold four heavy rings_1.mp4
33,Lucy kept two green chairs_1.mp4
34,Peter sees sixty old sofas_1.mp4
35,Peter got sixty red spoons_1.mp4
36,Steven wants fifteen heavy tables_1.mp4
37,Peter has nineteen red spoons_1.mp4
38,Peter got three green desks_1.mp4
39,Doris got seven cheap desks_1.mp4
40,Rachel got four heavy spoons_1.mp4
41,William kept two red windows_1.mp4
42,Kathy sold nineteen old sofas_1.mp4
43,Lucy prefers three dark houses_1.mp4
44,Allen prefers two old desks_1.mp4
45,Peter gives twelve old toys_1.mp4
46,Lucy got four pretty sofas_1.mp4
47,Thomas sees seven green houses_1.mp4
48,William prefers three large desks_1.mp4
49,Doris got nine old windows_1.mp4
50,Kathy kept eight heavy desks_1.mp4
51,Lucy has two small flowers_1.mp4
52,Doris sees twelve red toys_1.mp4
53,Steven prefers four large houses_1.mp4
54,Kathy sold sixty cheap tables_1.mp4
55,Doris sold sixty green spoons_1.mp4
56,Steven got twelve pretty windows_1.mp4
57,Thomas gives three white windows_1.mp4
58,Kathy ordered three dark desks_1.mp4
59,Nina kept four pretty houses_1.mp4
