,Column1,Column2,Column3,Column4,Column5
0,Doris,kept,twelve,small,houses
1,Lucy,ordered,three,red,spoons
2,Thomas,sold,two,old,chairs
3,Kathy,has,fifteen,heavy,desks
4,Steven,sees,eight,green,sofas
5,Peter,prefers,two,heavy,desks
6,Kathy,wants,eight,dark,flowers
7,William,kept,three,small,spoons
8,Allen,bought,nineteen,large,chairs
9,Peter,got,four,pretty,houses
10,William,has,nine,small,flowers
11,Steven,kept,three,old,rings
12,Allen,sold,twelve,dark,desks
13,Lucy,has,seven,green,toys
14,Allen,sees,four,green,houses
15,Doris,got,seven,cheap,desks
16,Thomas,gives,three,white,windows
17,Kathy,wants,eight,dark,flowers
18,Thomas,prefers,fifteen,small,houses
19,Thomas,prefers,nine,white,tables
20,Peter,has,fifteen,dark,flowers
21,Nina,wants,two,small,chairs
22,William,ordered,twelve,cheap,rings
23,Lucy,wants,nine,large,toys
24,Peter,wants,nine,large,toys
25,Rachel,wants,twelve,white,flowers
26,Lucy,has,nineteen,dark,desks
27,Doris,got,seven,old,windows
28,Rachel,prefers,fifteen,large,houses
29,Kathy,gives,eight,large,spoons
30,Thomas,sees,fifteen,cheap,windows
31,Doris,prefers,three,red,tables
32,William,has,seven,white,tables
33,Lucy,kept,two,green,chairs
34,Peter,sees,sixty,old,sofas
35,Thomas,sees,eight,green,rings
36,Steven,wants,fifteen,heavy,tables
37,Peter,has,nineteen,red,spoons
38,Lucy,wants,twelve,white,tables
39,Kathy,ordered,eight,old,sofas
40,Thomas,wants,seven,green,toys
41,William,kept,two,red,windows
42,Kathy,sold,nineteen,old,sofas
43,Lucy,prefers,three,dark,houses
44,Peter,wants,seven,white,spoons
45,Peter,gives,twelve,old,toys
46,Lucy,got,four,pretty,sofas
47,Allen,wants,two,white,flowers
48,William,prefers,three,large,desks
49,William,ordered,sixty,cheap,toys
50,Kathy,kept,eight,heavy,desks
51,Peter,ordered,fifteen,green,tables
52,Nina,sold,nineteen,dark,windows
53,Steven,prefers,four,large,houses
54,Thomas,bought,sixty,white,spoons
55,Allen,wants,two,white,flowers
56,Steven,got,twelve,pretty,windows
57,Peter,got,twelve,old,desks
58,Kathy,ordered,three,dark,desks
59,Nina,kept,four,pretty,houses
