,0
0,Peter gives sixty large tables_1.mp4
1,Lucy ordered three red spoons_1.mp4
2,Nina wants nine cheap flowers_1.mp4
3,Kathy has fifteen heavy desks_1.mp4
4,Allen sees four dark toys_1.mp4
5,Rachel sold fifteen old rings_1.mp4
6,Lucy got four pretty sofas_1.mp4
7,William kept three small spoons_1.mp4
8,Allen bought nineteen large chairs_1.mp4
9,Peter got four pretty houses_1.mp4
10,Allen prefers four small sofas_1.mp4
11,Kathy ordered fifteen cheap toys_1.mp4
12,Allen sold twelve dark desks_1.mp4
13,Thomas sold two old chairs_1.mp4
14,Allen sees four green houses_1.mp4
15,Steven kept fifteen small sofas_1.mp4
16,Nina sold sixty large rings_1.mp4
17,Rachel prefers two old toys_1.mp4
18,Thomas prefers fifteen small houses_1.mp4
19,Thomas prefers nine white tables_1.mp4
20,Allen kept seven red houses_1.mp4
21,Kathy ordered three cheap spoons_1.mp4
22,William ordered twelve cheap rings_1.mp4
23,Peter has fifteen dark flowers_1.mp4
24,Peter wants nine large toys_1.mp4
25,Steven sold nine green sofas_1.mp4
26,Lucy has nineteen dark desks_1.mp4
27,William ordered sixty cheap toys_1.mp4
28,Allen prefers two red tables_1.mp4
29,Peter got twelve old desks_1.mp4
30,William has nine small flowers_1.mp4
31,Nina ordered sixty heavy sofas_1.mp4
32,William has seven white tables_1.mp4
33,Allen bought nineteen pretty sofas_1.mp4
34,William sold three green desks_1.mp4
35,Thomas sees eight green rings_1.mp4
36,Allen bought nineteen large chairs_1.mp4
37,Lucy ordered twelve old desks_1.mp4
38,Lucy wants twelve white tables_1.mp4
39,Kathy ordered eight old sofas_1.mp4
40,Thomas wants seven green toys_1.mp4
41,Doris ordered eight cheap rings_1.mp4
42,Allen sees twelve large chairs_1.mp4
43,Peter bought sixty pretty desks_1.mp4
44,Peter wants seven white spoons_1.mp4
45,Doris kept nineteen cheap spoons_1.mp4
46,Nina ordered nine heavy tables_1.mp4
47,Allen wants two white flowers_1.mp4
48,Kathy bought sixty red chairs_1.mp4
49,William ordered sixty cheap toys_1.mp4
50,Allen wants three pretty chairs_1.mp4
51,Peter ordered fifteen green tables_1.mp4
52,Nina sold nineteen dark windows_1.mp4
53,Rachel bought fifteen green houses_1.mp4
54,Thomas bought sixty white spoons_1.mp4
55,Allen wants two white flowers_1.mp4
56,Peter gives fifteen large desks_1.mp4
57,Peter got twelve old desks_1.mp4
58,Lucy wants eight cheap tables_1.mp4
59,Allen sold seven old spoons_1.mp4
