,Column1,Column2,Column3,Column4,Column5
0,Peter,got,fifteen,cheap,rings
1,Peter,sold,four,heavy,windows
2,Nina,has,two,heavy,tables
3,William,ordered,nine,dark,windows
4,Kathy,bought,fifteen,large,toys
5,Steven,kept,three,old,rings
6,William,gives,nineteen,small,sofas
7,Peter,ordered,two,dark,tables
8,Thomas,sees,twelve,large,chairs
9,Nina,kept,four,pretty,houses
10,Kathy,bought,fifteen,large,toys
11,Peter,has,seven,white,flowers
12,Lucy,gives,fifteen,white,sofas
13,Rachel,bought,two,large,desks
14,Steven,sold,nine,pretty,windows
15,Kathy,prefers,seven,green,rings
16,Lucy,sold,nine,old,chairs
17,Thomas,got,eight,red,windows
18,Thomas,bought,three,red,windows
19,Allen,prefers,two,old,desks
20,William,ordered,sixty,cheap,toys
21,Thomas,has,four,pretty,rings
22,Kathy,sold,twelve,green,chairs
23,William,sold,sixty,large,desks
24,Peter,bought,nineteen,pretty,rings
25,Thomas,sold,two,old,chairs
26,Peter,bought,fifteen,green,rings
27,William,ordered,two,old,desks
28,Allen,prefers,four,heavy,flowers
29,Rachel,wants,seven,large,chairs
30,Thomas,kept,fifteen,dark,windows
31,William,ordered,three,old,desks
32,Rachel,bought,fifteen,green,houses
33,Allen,prefers,two,heavy,desks
34,William,prefers,three,green,flowers
35,Nina,kept,four,large,tables
36,Rachel,kept,sixty,large,desks
37,Lucy,sees,eight,pretty,sofas
38,Thomas,got,twelve,heavy,windows
39,Allen,gives,fifteen,cheap,flowers
40,Allen,prefers,four,small,flowers
41,Thomas,has,sixty,dark,houses
42,Lucy,kept,two,green,chairs
43,Rachel,bought,eight,white,rings
44,Peter,got,twelve,large,toys
45,Nina,wants,three,heavy,flowers
46,Allen,sees,fifteen,red,tables
47,Peter,bought,sixty,pretty,desks
