,0
0,Peter got fifteen cheap rings_1.mp4
1,Kathy bought sixty red chairs_1.mp4
2,Nina has two heavy tables_1.mp4
3,William ordered nine dark windows_1.mp4
4,Kathy bought fifteen large toys_1.mp4
5,Steven kept three old rings_1.mp4
6,William gives nineteen small sofas_1.mp4
7,Allen prefers four heavy flowers_1.mp4
8,William ordered four heavy windows_1.mp4
9,Nina kept four pretty houses_1.mp4
10,Steven got three small tables_1.mp4
11,Lucy has four old flowers_1.mp4
12,Thomas has sixty dark houses_1.mp4
13,Rachel bought two large desks_1.mp4
14,William ordered nineteen old toys_1.mp4
15,Kathy prefers seven green rings_1.mp4
16,Lucy sold nine old chairs_1.mp4
17,Rachel kept sixty large desks_1.mp4
18,Thomas bought three red windows_1.mp4
19,Steven sold nine green sofas_1.mp4
20,William ordered sixty cheap toys_1.mp4
21,Thomas has four pretty rings_1.mp4
22,Kathy sold twelve green chairs_1.mp4
23,William sold sixty large desks_1.mp4
24,Peter bought nineteen pretty rings_1.mp4
25,Rachel got three small sofas_1.mp4
26,Steven sold eight cheap houses_1.mp4
27,Nina kept twelve pretty tables_1.mp4
28,Allen prefers four heavy flowers_1.mp4
29,Doris has sixty dark spoons_1.mp4
30,Thomas kept fifteen dark windows_1.mp4
31,Allen sees twelve large chairs_1.mp4
32,Rachel bought fifteen green houses_1.mp4
33,Allen prefers two heavy desks_1.mp4
34,Allen got sixty cheap toys_1.mp4
35,Allen gives fifteen old desks_1.mp4
36,Peter wants seven white spoons_1.mp4
37,Lucy sees eight pretty sofas_1.mp4
38,Steven prefers two old rings_1.mp4
39,Allen bought nineteen small chairs_1.mp4
40,Peter got fifteen old tables_1.mp4
41,William gives three cheap windows_1.mp4
42,Lucy kept two green chairs_1.mp4
43,Rachel bought eight white rings_1.mp4
44,Kathy ordered three dark desks_1.mp4
45,Nina wants three heavy flowers_1.mp4
46,Allen sees fifteen red tables_1.mp4
47,Doris ordered two cheap sofas_1.mp4
