,0
0,mismatch left
1,match left
2,match left
3,mismatch right
4,match left
5,mismatch left
6,match right
7,match left
8,mismatch right
9,mismatch right
10,mismatch right
11,match left
12,match right
13,match right
14,mismatch right
15,match left
16,mismatch left
17,mismatch left
18,mismatch left
19,match right
20,mismatch right
21,match right
22,mismatch left
23,match left
24,mismatch right
25,match right
26,mismatch left
27,mismatch right
28,mismatch right
29,match right
30,match right
31,match left
32,mismatch left
33,match right
34,match left
35,match right
36,mismatch left
37,match right
38,mismatch left
39,match right
40,mismatch right
41,mismatch left
42,mismatch right
43,mismatch left
44,match right
45,match left
46,match left
47,match right
48,mismatch right
49,match left
50,mismatch right
51,match left
52,match right
53,mismatch left
54,mismatch left
55,match left
56,mismatch left
57,mismatch right
58,mismatch right
59,match left
