,0
0,mismatch right
1,mismatch right
2,match left
3,mismatch right
4,match right
5,mismatch left
6,mismatch left
7,match right
8,mismatch left
9,mismatch left
10,mismatch right
11,match left
12,match right
13,mismatch right
14,match left
15,mismatch left
16,mismatch left
17,match left
18,match right
19,mismatch right
20,match right
21,match left
22,mismatch right
23,match left
24,match right
25,mismatch left
26,match right
27,mismatch left
28,mismatch left
29,mismatch right
30,mismatch left
31,match left
32,mismatch right
33,match left
34,mismatch left
35,mismatch right
36,match right
37,mismatch left
38,mismatch left
39,match right
40,mismatch left
41,match left
42,mismatch right
43,match left
44,match left
45,match right
46,match left
47,match right
48,match left
49,mismatch left
50,match right
51,mismatch right
52,match left
53,mismatch right
54,match right
55,match left
56,mismatch right
57,match right
58,mismatch right
59,match right
