,0
0,Nina sold nineteen dark windows_1.mp4
1,Allen wants eight green toys_1.mp4
2,Thomas prefers fifteen small houses_1.mp4
3,Doris has four old sofas_1.mp4
4,Thomas got twelve small toys_1.mp4
5,Kathy prefers sixty cheap desks_1.mp4
6,Doris ordered seven red rings_1.mp4
7,Doris gives two large sofas_1.mp4
8,Doris got eight heavy spoons_1.mp4
9,Peter bought nineteen dark rings_1.mp4
10,Thomas gives three white windows_1.mp4
11,Rachel ordered twelve cheap tables_1.mp4
12,Nina has fifteen white spoons_1.mp4
13,Steven prefers four large houses_1.mp4
14,William kept two red windows_1.mp4
15,Kathy ordered fifteen cheap toys_1.mp4
16,Peter sold nineteen pretty rings_1.mp4
17,Thomas ordered two small tables_1.mp4
18,Kathy bought eight green flowers_1.mp4
19,Peter got fifteen heavy tables_1.mp4
20,Thomas sees eight green rings_1.mp4
21,Allen wants two white flowers_1.mp4
22,Nina prefers four red windows_1.mp4
23,Kathy gives seven old desks_1.mp4
24,Lucy got three green spoons_1.mp4
25,Peter bought nineteen cheap houses_1.mp4
26,Peter wants three small tables_1.mp4
27,Peter sees fifteen green chairs_1.mp4
28,Peter kept three white desks_1.mp4
29,Nina sold two small houses_1.mp4
30,Doris prefers three large desks_1.mp4
31,Rachel ordered twelve cheap tables_1.mp4
32,Lucy got four pretty sofas_1.mp4
33,Kathy gives nine old chairs_1.mp4
34,Kathy wants fifteen cheap desks_1.mp4
35,Nina wants three heavy windows_1.mp4
36,Rachel has twelve old tables_1.mp4
37,Doris sold nine dark tables_1.mp4
38,Kathy ordered eight old sofas_1.mp4
39,Allen sold sixty pretty chairs_1.mp4
40,Peter gives fifteen cheap windows_1.mp4
41,Steven bought nine green desks_1.mp4
42,William got three pretty desks_1.mp4
43,Rachel bought eight white rings_1.mp4
44,Allen wants fifteen large houses_1.mp4
45,Nina prefers four red windows_1.mp4
46,Kathy sold twelve green chairs_1.mp4
47,William prefers three green flowers_1.mp4
48,Kathy wants fifteen cheap desks_1.mp4
49,Nina got twelve white toys_1.mp4
50,Doris sold nine dark tables_1.mp4
51,Lucy kept two old rings_1.mp4
52,Kathy gives seven old desks_1.mp4
53,Allen bought nineteen small chairs_1.mp4
54,Peter has fifteen white windows_1.mp4
55,Rachel wants seven large chairs_1.mp4
56,Allen bought nineteen pretty sofas_1.mp4
57,Lucy got fifteen cheap chairs_1.mp4
58,Peter kept sixty pretty toys_1.mp4
59,Kathy has eight red flowers_1.mp4
