,0
0,Doris sees twelve large desks_1.mp4
1,Peter sold nineteen pretty rings_1.mp4
2,Rachel bought fifteen green houses_1.mp4
3,Steven got eight dark chairs_1.mp4
4,William ordered three old desks_1.mp4
5,Steven sold twelve large desks_1.mp4
6,Thomas sees eight green rings_1.mp4
7,Peter sold sixty white desks_1.mp4
8,Doris wants twelve cheap toys_1.mp4
9,William prefers three large desks_1.mp4
10,Kathy got sixty pretty desks_1.mp4
11,Steven sold twelve large toys_1.mp4
12,Thomas ordered four dark houses_1.mp4
13,Doris wants eight old tables_1.mp4
14,Allen prefers two old desks_1.mp4
15,Peter sold four large flowers_1.mp4
16,Allen got three green chairs_1.mp4
17,Steven bought nine heavy toys_1.mp4
18,Rachel got three white desks_1.mp4
19,Peter got three cheap tables_1.mp4
20,Thomas ordered two small tables_1.mp4
21,Peter sees sixty large spoons_1.mp4
22,Lucy wants three cheap flowers_1.mp4
23,William kept two red windows_1.mp4
24,Lucy got four pretty sofas_1.mp4
25,Steven bought nine heavy toys_1.mp4
26,Thomas sees eight green rings_1.mp4
27,Peter sees sixty old sofas_1.mp4
28,Lucy has two small flowers_1.mp4
29,Rachel gives eight dark spoons_1.mp4
30,Kathy wants fifteen green tables_1.mp4
31,William got three small toys_1.mp4
32,Peter got fifteen cheap rings_1.mp4
33,Doris sold nineteen green desks_1.mp4
34,Steven bought nine heavy toys_1.mp4
35,Thomas ordered fifteen red houses_1.mp4
36,Allen prefers four small sofas_1.mp4
37,Allen sees three small rings_1.mp4
38,Doris wants eight old tables_1.mp4
39,Rachel sold fifteen old rings_1.mp4
40,Peter wants twelve small tables_1.mp4
41,Peter ordered three red houses_1.mp4
42,Allen gives fifteen cheap flowers_1.mp4
43,Nina has two heavy tables_1.mp4
44,Rachel sold three red windows_1.mp4
45,Peter ordered nine heavy desks_1.mp4
46,Steven got fifteen old chairs_1.mp4
47,Peter kept sixty pretty toys_1.mp4
48,Lucy ordered three large tables_1.mp4
49,William gives nineteen small sofas_1.mp4
50,William ordered twelve cheap rings_1.mp4
51,Peter has three large desks_1.mp4
52,Kathy wants two pretty sofas_1.mp4
53,Thomas got eight large windows_1.mp4
54,Rachel got eight small houses_1.mp4
55,Allen gives fifteen cheap flowers_1.mp4
56,Thomas ordered nine heavy sofas_1.mp4
57,Peter prefers four green desks_1.mp4
58,Thomas wants three old flowers_1.mp4
59,Allen sold twelve dark desks_1.mp4
