,0
0,Allen prefers four small sofas_1.mp4
1,Nina ordered nine heavy tables_1.mp4
2,Thomas gives three white windows_1.mp4
3,Kathy wants sixty old toys_1.mp4
4,Peter sold nineteen pretty rings_1.mp4
5,Thomas has twelve heavy sofas_1.mp4
6,William kept three small spoons_1.mp4
7,Allen prefers four heavy flowers_1.mp4
8,Kathy got seven large chairs_1.mp4
9,Allen sold two green chairs_1.mp4
10,Nina prefers three red spoons_1.mp4
11,Peter bought fifteen green rings_1.mp4
12,Lucy has two small flowers_1.mp4
13,Lucy gives nineteen pretty desks_1.mp4
14,Doris sees sixty pretty desks_1.mp4
15,William kept two red windows_1.mp4
16,Rachel has twelve old tables_1.mp4
17,Lucy gives fifteen white sofas_1.mp4
18,Thomas got twelve dark houses_1.mp4
19,William sees eight large flowers_1.mp4
20,Doris wants twelve cheap toys_1.mp4
21,Peter prefers nineteen dark tables_1.mp4
22,Rachel got nineteen white spoons_1.mp4
23,Allen sold twelve dark desks_1.mp4
24,Peter gives sixty large tables_1.mp4
25,Doris has four old sofas_1.mp4
26,Lucy gives eight small houses_1.mp4
27,Doris got four red toys_1.mp4
28,Nina sold nine heavy desks_1.mp4
29,William ordered twelve cheap rings_1.mp4
30,Allen bought nineteen large chairs_1.mp4
31,Steven ordered fifteen white spoons_1.mp4
32,Allen ordered three dark spoons_1.mp4
33,Kathy wants two pretty sofas_1.mp4
34,Peter got twelve large toys_1.mp4
35,Peter gives twelve old toys_1.mp4
36,Lucy has nineteen dark desks_1.mp4
37,Rachel got sixty pretty flowers_1.mp4
38,Kathy bought nine white rings_1.mp4
39,Nina wants three heavy windows_1.mp4
40,William got three dark houses_1.mp4
41,Lucy has four white chairs_1.mp4
42,Kathy ordered eight old sofas_1.mp4
43,Rachel sees nine pretty desks_1.mp4
44,Doris sold sixty green spoons_1.mp4
45,William gives nine green houses_1.mp4
46,Nina prefers four red windows_1.mp4
47,Kathy bought eight green flowers_1.mp4
48,Allen sold twelve dark desks_1.mp4
49,Lucy wants three cheap flowers_1.mp4
50,Thomas sees seven green houses_1.mp4
51,Rachel bought eight dark windows_1.mp4
52,Allen prefers four heavy flowers_1.mp4
53,Peter has seven large rings_1.mp4
54,Nina sold sixty large rings_1.mp4
55,Doris has three red toys_1.mp4
56,Steven ordered two dark spoons_1.mp4
57,Doris ordered two cheap sofas_1.mp4
58,Lucy got seven large rings_1.mp4
59,Steven kept fifteen small sofas_1.mp4
