,0
0,match right
1,match left
2,match right
3,match left
4,mismatch right
5,mismatch right
6,match left
7,mismatch right
8,match right
9,mismatch left
10,match left
11,match left
12,mismatch left
13,mismatch left
14,mismatch right
15,mismatch left
16,match right
17,mismatch left
18,mismatch right
19,match right
20,match left
21,mismatch right
22,mismatch right
23,match left
24,match right
25,mismatch right
26,mismatch left
27,match right
28,match left
29,match right
30,match right
31,match left
32,mismatch left
33,match right
34,mismatch left
35,mismatch left
36,mismatch right
37,match left
38,mismatch left
39,mismatch right
40,mismatch left
41,match right
42,mismatch right
43,match right
44,match left
45,mismatch left
46,match right
47,match right
48,match left
49,mismatch right
50,mismatch right
51,match right
52,mismatch right
53,match left
54,match left
55,match left
56,mismatch right
57,mismatch left
58,mismatch left
59,mismatch left
