,0
0,mismatch right
1,mismatch left
2,mismatch right
3,mismatch left
4,match left
5,match left
6,match left
7,mismatch right
8,mismatch left
9,mismatch left
10,match right
11,mismatch left
12,match right
13,match left
14,match right
15,match right
16,match left
17,match left
18,mismatch right
19,match right
20,match left
21,match right
22,mismatch right
23,match left
24,mismatch right
25,match right
26,match left
27,mismatch left
28,match right
29,mismatch left
30,match right
31,mismatch left
32,match left
33,mismatch left
34,mismatch right
35,match left
36,mismatch left
37,mismatch right
38,mismatch right
39,mismatch right
40,mismatch right
41,match right
42,match right
43,match left
44,mismatch right
45,mismatch left
46,mismatch left
47,match right
