,0
0,Lucy has twelve red spoons_1.mp4
1,Thomas prefers eight green toys_1.mp4
2,Doris sees two heavy sofas_1.mp4
3,William got twelve heavy tables_1.mp4
4,Kathy wants nineteen old flowers_1.mp4
5,Doris got fifteen red flowers_1.mp4
6,Steven prefers eight red chairs_1.mp4
7,Kathy ordered four white windows_1.mp4
8,Peter sold two white flowers_1.mp4
9,Peter ordered four heavy tables_1.mp4
10,Lucy prefers three large houses_1.mp4
11,Doris prefers three white rings_1.mp4
12,Steven kept four large tables_1.mp4
13,Peter wants nine green spoons_1.mp4
14,Thomas prefers seven white desks_1.mp4
15,Allen prefers four pretty chairs_1.mp4
16,Allen has nine green sofas_1.mp4
17,Allen prefers fifteen white toys_1.mp4
18,William bought sixty red desks_1.mp4
19,Doris kept four red desks_1.mp4
20,Peter wants nine green flowers_1.mp4
21,Nina got sixty large sofas_1.mp4
22,Peter ordered twelve large flowers_1.mp4
23,Peter ordered four heavy tables_1.mp4
24,Kathy ordered four cheap spoons_1.mp4
25,Nina sees seven small sofas_1.mp4
26,Kathy ordered four white windows_1.mp4
27,Doris prefers sixty green houses_1.mp4
28,Thomas ordered three dark desks_1.mp4
29,Nina wants two green desks_1.mp4
30,Lucy bought sixty old windows_1.mp4
31,Kathy ordered three dark chairs_1.mp4
32,Steven bought seven large flowers_1.mp4
33,Nina ordered fifteen red rings_1.mp4
34,Nina prefers four heavy toys_1.mp4
35,William kept two small chairs_1.mp4
36,Steven kept two cheap windows_1.mp4
37,Steven sold nine small desks_1.mp4
38,Peter bought sixty heavy chairs_1.mp4
39,William kept two small chairs_1.mp4
40,Peter sees three large rings_1.mp4
41,Rachel sees nineteen cheap toys_1.mp4
42,Rachel prefers two dark rings_1.mp4
43,Kathy ordered four white windows_1.mp4
44,Kathy got seven red houses_1.mp4
45,Peter gives sixty small flowers_1.mp4
46,Nina wants nine old toys_1.mp4
47,Lucy has four red desks_1.mp4
