,0
0,mismatch left
1,mismatch right
2,mismatch left
3,match left
4,match right
5,match left
6,match right
7,match left
8,match left
9,match left
10,mismatch right
11,mismatch left
12,match right
13,match right
14,mismatch right
15,mismatch left
16,match left
17,match right
18,mismatch left
19,mismatch right
20,match left
21,match right
22,mismatch right
23,mismatch right
24,mismatch right
25,mismatch right
26,match left
27,mismatch left
28,mismatch right
29,mismatch right
30,match left
31,match left
32,mismatch left
33,match left
34,mismatch right
35,mismatch right
36,mismatch left
37,mismatch left
38,match right
39,mismatch left
40,mismatch left
41,mismatch left
42,mismatch left
43,match right
44,mismatch left
45,match right
46,mismatch left
47,match right
48,match right
49,mismatch right
50,match left
51,match right
52,match right
53,match right
54,match left
55,mismatch right
56,match right
57,match left
58,mismatch right
59,match left
