,0
0,Nina kept four pretty houses_1.mp4
1,Lucy kept two old rings_1.mp4
2,Steven bought nine heavy toys_1.mp4
3,Rachel gives fifteen small desks_1.mp4
4,Kathy got three old flowers_1.mp4
5,Peter got fifteen small desks_1.mp4
6,Thomas sold two old chairs_1.mp4
7,Allen sees four green houses_1.mp4
8,William ordered sixty cheap toys_1.mp4
9,Lucy wants three cheap flowers_1.mp4
10,William bought two heavy windows_1.mp4
11,Thomas prefers nineteen white toys_1.mp4
12,Allen wants three pretty chairs_1.mp4
13,Steven ordered twelve dark sofas_1.mp4
14,Rachel sold seven green houses_1.mp4
15,Kathy gives eight large spoons_1.mp4
16,Peter sold sixty white desks_1.mp4
17,Lucy kept two old rings_1.mp4
18,Kathy got sixty pretty desks_1.mp4
19,Steven sees eight green sofas_1.mp4
20,William has nine small flowers_1.mp4
21,Steven kept nine small spoons_1.mp4
22,Peter prefers eight cheap chairs_1.mp4
23,Doris sold sixty green spoons_1.mp4
24,Allen ordered twelve heavy rings_1.mp4
25,Nina sold twelve old windows_1.mp4
26,Lucy got four heavy toys_1.mp4
27,Peter gives three green rings_1.mp4
28,Allen has sixty large windows_1.mp4
29,Allen sold seven old spoons_1.mp4
30,Nina sold four heavy rings_1.mp4
31,Rachel bought eight dark windows_1.mp4
32,Doris prefers three red tables_1.mp4
33,Lucy sold nine large spoons_1.mp4
34,William kept two red windows_1.mp4
35,Doris got seven cheap desks_1.mp4
36,Peter has twelve old flowers_1.mp4
37,Steven wants three cheap desks_1.mp4
38,Allen sees nine large chairs_1.mp4
39,Peter got fifteen heavy tables_1.mp4
40,Steven ordered three large rings_1.mp4
41,William wants three pretty desks_1.mp4
42,Lucy bought twelve green desks_1.mp4
43,Peter wants two white chairs_1.mp4
44,Steven sold fifteen pretty houses_1.mp4
45,Doris got seven old windows_1.mp4
46,Allen bought nineteen large chairs_1.mp4
47,Steven got three large chairs_1.mp4
48,Peter ordered eight green flowers_1.mp4
49,Thomas prefers nine cheap spoons_1.mp4
50,Rachel wants fifteen red windows_1.mp4
51,Rachel gives eight dark spoons_1.mp4
52,Peter got three pretty flowers_1.mp4
53,Doris wants twelve cheap toys_1.mp4
54,Allen wants nineteen white desks_1.mp4
55,Lucy has nineteen white chairs_1.mp4
56,Allen wants fifteen large houses_1.mp4
57,Peter kept three white desks_1.mp4
58,William kept two red windows_1.mp4
59,Doris ordered nineteen white toys_1.mp4
