,0
0,Lucy got three red desks_1.mp4
1,Peter wants three green spoons_1.mp4
2,Thomas got eight red windows_1.mp4
3,Thomas sold fifteen white spoons_1.mp4
4,Allen sold sixty pretty chairs_1.mp4
5,Kathy gives nineteen red spoons_1.mp4
6,Rachel bought eight dark windows_1.mp4
7,Lucy wants twelve white tables_1.mp4
8,Steven prefers seven pretty sofas_1.mp4
9,Steven ordered seven small houses_1.mp4
10,Peter sees seven large desks_1.mp4
11,Kathy has eight red flowers_1.mp4
12,Lucy sold fifteen cheap spoons_1.mp4
13,Thomas got twelve dark houses_1.mp4
14,William ordered two old desks_1.mp4
15,Nina got three old houses_1.mp4
16,Peter prefers nineteen dark tables_1.mp4
17,Peter ordered three white houses_1.mp4
18,Allen bought nineteen large chairs_1.mp4
19,Thomas gives twelve heavy toys_1.mp4
20,Nina prefers four red windows_1.mp4
21,Thomas prefers eight cheap toys_1.mp4
22,Steven gives fifteen white toys_1.mp4
23,Thomas got nine pretty sofas_1.mp4
24,Lucy has four old flowers_1.mp4
25,Kathy kept two dark houses_1.mp4
26,Doris ordered two cheap sofas_1.mp4
27,Thomas sold seven old desks_1.mp4
28,Kathy wants eight dark flowers_1.mp4
29,Steven kept nine small spoons_1.mp4
30,Peter has seven pretty desks_1.mp4
31,Steven ordered fifteen white spoons_1.mp4
32,Thomas got twelve small toys_1.mp4
33,William gives nine green houses_1.mp4
34,William ordered sixty cheap toys_1.mp4
35,Allen ordered three dark spoons_1.mp4
36,Rachel got four heavy spoons_1.mp4
37,William kept two red windows_1.mp4
38,Lucy gives fifteen white sofas_1.mp4
39,Kathy prefers seven green rings_1.mp4
40,Allen sold twelve dark desks_1.mp4
41,Thomas got eight red windows_1.mp4
42,William ordered sixty cheap toys_1.mp4
43,Rachel sees three large spoons_1.mp4
44,Nina got twelve white toys_1.mp4
45,Allen prefers four heavy flowers_1.mp4
46,Kathy gives twelve cheap tables_1.mp4
47,Doris sold twelve old sofas_1.mp4
48,Lucy has two white desks_1.mp4
49,Kathy sees seven heavy houses_1.mp4
50,William gives nineteen dark rings_1.mp4
51,Peter sold two large flowers_1.mp4
52,William gives nineteen dark rings_1.mp4
53,Nina has two heavy tables_1.mp4
54,Steven sold nine green sofas_1.mp4
55,Nina ordered nine heavy tables_1.mp4
56,Rachel prefers twelve red desks_1.mp4
57,William kept three small spoons_1.mp4
58,Allen got three cheap chairs_1.mp4
59,Peter has fifteen green rings_1.mp4
