,0
0,Doris kept sixty dark rings_1.mp4
1,Doris bought fifteen cheap tables_1.mp4
2,Rachel has four small desks_1.mp4
3,Steven ordered seven dark desks_1.mp4
4,Steven kept four large tables_1.mp4
5,Kathy prefers eight red spoons_1.mp4
6,Allen prefers four dark desks_1.mp4
7,Allen kept three old flowers_1.mp4
8,Lucy gives four large toys_1.mp4
9,Peter has three pretty flowers_1.mp4
10,Allen has four green spoons_1.mp4
11,Allen has three green rings_1.mp4
12,Steven gives two red toys_1.mp4
13,Rachel prefers four white toys_1.mp4
14,Doris wants three pretty desks_1.mp4
15,Peter gives fifteen dark windows_1.mp4
16,Doris prefers twelve large desks_1.mp4
17,Rachel sold twelve large spoons_1.mp4
18,Thomas has three small tables_1.mp4
19,Rachel ordered fifteen green rings_1.mp4
20,Kathy gives two large toys_1.mp4
21,Nina kept four white tables_1.mp4
22,Kathy sold three dark rings_1.mp4
23,Rachel kept eight large chairs_1.mp4
24,Rachel kept eight large chairs_1.mp4
25,Lucy bought sixty old windows_1.mp4
26,Nina wants three old desks_1.mp4
27,Doris sees three green desks_1.mp4
28,Nina gives two cheap rings_1.mp4
29,Doris kept sixty dark rings_1.mp4
30,William got nineteen pretty rings_1.mp4
31,William bought seven white desks_1.mp4
32,Thomas wants twelve large chairs_1.mp4
33,Nina wants eight large toys_1.mp4
34,Lucy prefers nineteen red sofas_1.mp4
35,Nina prefers nineteen small houses_1.mp4
36,Doris ordered two old toys_1.mp4
37,Peter gives sixty small flowers_1.mp4
38,Peter ordered two green houses_1.mp4
39,Kathy ordered eight large tables_1.mp4
40,William sees three white houses_1.mp4
41,Kathy got seven red tables_1.mp4
42,Lucy ordered four white desks_1.mp4
43,Allen has nineteen old tables_1.mp4
44,Allen prefers three red sofas_1.mp4
45,Peter kept eight green flowers_1.mp4
46,Steven ordered fifteen pretty desks_1.mp4
47,Kathy got seven dark spoons_1.mp4
