,0
0,Peter prefers two small flowers_1.mp4
1,Doris has sixty old chairs_1.mp4
2,Allen got nineteen heavy toys_1.mp4
3,Rachel kept three pretty houses_1.mp4
4,Steven ordered fifteen pretty desks_1.mp4
5,Thomas got nineteen large rings_1.mp4
6,Doris wants twelve large spoons_1.mp4
7,Kathy ordered four cheap spoons_1.mp4
8,Peter prefers two small flowers_1.mp4
9,Nina wants eight pretty rings_1.mp4
10,Nina wants three white tables_1.mp4
11,Peter sees three large rings_1.mp4
12,Kathy ordered four cheap spoons_1.mp4
13,Doris has sixty old chairs_1.mp4
14,Doris wants three large flowers_1.mp4
15,Thomas sees three cheap rings_1.mp4
16,Peter wants nine green spoons_1.mp4
17,Lucy got twelve pretty toys_1.mp4
18,Lucy sees twelve green houses_1.mp4
19,Rachel sees seven heavy chairs_1.mp4
20,Kathy bought four large toys_1.mp4
21,Doris prefers sixty green houses_1.mp4
22,Nina wants three white tables_1.mp4
23,Allen prefers nine dark chairs_1.mp4
24,Doris sold three small rings_1.mp4
25,Nina gives four large windows_1.mp4
26,Kathy sees two old sofas_1.mp4
27,William sold nine red desks_1.mp4
28,Thomas prefers seven white desks_1.mp4
29,Steven gives two red toys_1.mp4
30,Rachel sold twelve large spoons_1.mp4
31,William kept sixty heavy rings_1.mp4
32,Peter got eight large tables_1.mp4
33,Nina gives twelve old sofas_1.mp4
34,Doris bought seven small windows_1.mp4
35,Allen got sixty large houses_1.mp4
36,Kathy sees nineteen heavy rings_1.mp4
37,William sold nine red desks_1.mp4
38,Thomas ordered eight white houses_1.mp4
39,Doris gives twelve large houses_1.mp4
40,Peter wants nine green spoons_1.mp4
41,Nina prefers four heavy toys_1.mp4
42,Lucy got eight pretty chairs_1.mp4
43,William got three cheap flowers_1.mp4
44,Nina prefers fifteen large rings_1.mp4
45,Allen kept nineteen small rings_1.mp4
46,Peter ordered two green houses_1.mp4
47,Steven sold sixty pretty toys_1.mp4
