,0
0,mismatch left
1,mismatch right
2,match right
3,match left
4,mismatch right
5,mismatch left
6,mismatch left
7,mismatch left
8,mismatch right
9,mismatch right
10,mismatch right
11,match left
12,mismatch right
13,mismatch left
14,mismatch right
15,mismatch left
16,mismatch right
17,mismatch left
18,mismatch left
19,match left
20,match left
21,mismatch left
22,mismatch right
23,mismatch right
24,match right
25,match right
26,match left
27,match left
28,mismatch right
29,match right
30,mismatch left
31,match right
32,mismatch right
33,match right
34,match right
35,match right
36,match left
37,match left
38,match right
39,match right
40,mismatch left
41,match left
42,mismatch right
43,match left
44,mismatch left
45,match right
46,match left
47,mismatch right
48,match right
49,match left
50,match right
51,match right
52,match left
53,mismatch left
54,match left
55,mismatch left
56,mismatch right
57,mismatch left
58,match right
59,match left
