,0
0,Steven gives nine red desks_1.mp4
1,Allen sold sixty pretty chairs_1.mp4
2,Peter ordered two dark sofas_1.mp4
3,Thomas prefers nine dark rings_1.mp4
4,Doris wants eight old tables_1.mp4
5,Lucy got three red desks_1.mp4
6,Peter bought nineteen pretty rings_1.mp4
7,Allen prefers four small flowers_1.mp4
8,Nina has fifteen white spoons_1.mp4
9,Peter wants twelve small tables_1.mp4
10,Peter got nineteen heavy windows_1.mp4
11,Nina prefers three red spoons_1.mp4
12,Doris sold nine dark tables_1.mp4
13,Kathy wants sixty old toys_1.mp4
14,Thomas prefers eight cheap toys_1.mp4
15,Kathy bought sixty red chairs_1.mp4
16,William kept nine small windows_1.mp4
17,Steven sees eight green sofas_1.mp4
18,Nina got twelve white toys_1.mp4
19,Doris got three old toys_1.mp4
20,Thomas sees fifteen cheap windows_1.mp4
21,Allen wants nineteen white desks_1.mp4
22,Lucy ordered twelve dark houses_1.mp4
23,William has sixty white chairs_1.mp4
24,Steven ordered three large rings_1.mp4
25,Kathy sees seven heavy houses_1.mp4
26,Lucy got four pretty sofas_1.mp4
27,William bought two green spoons_1.mp4
28,William gives three cheap windows_1.mp4
29,Rachel got sixty pretty flowers_1.mp4
30,Doris ordered nineteen white toys_1.mp4
31,Allen sold nine heavy tables_1.mp4
32,Lucy prefers three dark houses_1.mp4
33,Doris sold nine cheap houses_1.mp4
34,Thomas got seven large desks_1.mp4
35,Peter bought nineteen cheap houses_1.mp4
36,Lucy sees eight pretty sofas_1.mp4
37,Thomas ordered fifteen red houses_1.mp4
38,Nina wants nine cheap flowers_1.mp4
39,Doris has sixty dark spoons_1.mp4
40,Peter got twelve old desks_1.mp4
41,Rachel sees nine pretty desks_1.mp4
42,Peter sold sixty white desks_1.mp4
43,Peter ordered eight heavy desks_1.mp4
44,William gives twelve red rings_1.mp4
45,Rachel sold seven old tables_1.mp4
46,Steven kept three green chairs_1.mp4
47,Doris sees three old desks_1.mp4
48,Rachel sees three pretty chairs_1.mp4
49,Kathy gives twelve cheap tables_1.mp4
50,William bought two green spoons_1.mp4
51,Peter ordered two dark tables_1.mp4
52,Peter has seven white flowers_1.mp4
53,Rachel prefers two old toys_1.mp4
54,Steven sees nineteen dark sofas_1.mp4
55,Allen ordered twelve heavy rings_1.mp4
56,William gives nineteen small sofas_1.mp4
57,Thomas prefers fifteen small houses_1.mp4
58,Peter got sixty red spoons_1.mp4
59,Lucy gives eight cheap toys_1.mp4
