,0
0,Lucy has seven green toys_1.mp4
1,Doris bought eight cheap houses_1.mp4
2,William kept three small spoons_1.mp4
3,Rachel wants twelve white flowers_1.mp4
4,Steven ordered seven cheap windows_1.mp4
5,Kathy sold twelve green chairs_1.mp4
6,Peter got four green desks_1.mp4
7,Thomas wants seven green toys_1.mp4
8,Thomas ordered two dark desks_1.mp4
9,Peter has twelve old flowers_1.mp4
10,Lucy ordered four cheap chairs_1.mp4
11,Steven sees eight green sofas_1.mp4
12,Thomas has two pretty flowers_1.mp4
13,Rachel gives fifteen small desks_1.mp4
14,Peter sold fifteen cheap toys_1.mp4
15,Peter has fifteen dark flowers_1.mp4
16,Thomas wants four pretty rings_1.mp4
17,Rachel sold seven old tables_1.mp4
18,Doris prefers three large desks_1.mp4
19,Thomas gives sixty green tables_1.mp4
20,Rachel got eight small spoons_1.mp4
21,William sees sixty cheap chairs_1.mp4
22,Thomas bought three large rings_1.mp4
23,Rachel sold seven old tables_1.mp4
24,Peter sold fifteen cheap chairs_1.mp4
25,Nina has eight small windows_1.mp4
26,Thomas prefers nineteen white toys_1.mp4
27,Rachel kept nine dark desks_1.mp4
28,Doris has three red toys_1.mp4
29,Thomas kept two small spoons_1.mp4
30,Peter gives fifteen cheap windows_1.mp4
31,Lucy prefers twelve large sofas_1.mp4
32,Peter wants twelve small tables_1.mp4
33,Peter has twelve old flowers_1.mp4
34,Allen sees three small rings_1.mp4
35,Nina prefers four red windows_1.mp4
36,Peter gives twelve old toys_1.mp4
37,Rachel sold seven white tables_1.mp4
38,Allen bought nineteen small chairs_1.mp4
39,William kept three green desks_1.mp4
40,Steven got seven green chairs_1.mp4
41,Thomas gives sixty green tables_1.mp4
42,Kathy kept three cheap flowers_1.mp4
43,Allen has sixty large windows_1.mp4
44,Lucy got four pretty sofas_1.mp4
45,Lucy wants nine large toys_1.mp4
46,Doris prefers nineteen dark flowers_1.mp4
47,Rachel kept eight large sofas_1.mp4
48,Peter ordered eight heavy desks_1.mp4
49,Thomas prefers nine dark rings_1.mp4
50,Lucy has four old flowers_1.mp4
51,Allen kept seven red houses_1.mp4
52,Kathy wants fifteen green windows_1.mp4
53,Lucy sold nine large spoons_1.mp4
54,William got three pretty desks_1.mp4
55,Doris bought eight cheap houses_1.mp4
56,Thomas prefers eight cheap toys_1.mp4
57,Steven sees three pretty desks_1.mp4
58,Allen bought nineteen large chairs_1.mp4
59,Doris sold twelve old sofas_1.mp4
