,0,1,2,3,4
0,Allen,got,sixty,cheap,toys
1,Peter,bought,nineteen,dark,rings
2,Peter,sold,nine,green,sofas
3,Peter,got,twelve,large,toys
4,Rachel,ordered,four,heavy,windows
5,Steven,sees,eight,green,sofas
6,Allen,prefers,three,old,flowers
7,Rachel,gives,sixty,large,desks
8,Steven,gives,nine,small,desks
9,William,sold,sixty,large,desks
10,William,has,seven,white,tables
11,Rachel,wants,twelve,white,flowers
12,Steven,kept,nine,small,spoons
13,Lucy,has,nineteen,dark,desks
14,Peter,has,twelve,old,toys
15,Kathy,got,three,cheap,spoons
16,Thomas,wants,fifteen,heavy,tables
17,Thomas,wants,nine,white,tables
18,William,kept,nine,large,rings
19,Kathy,wants,fifteen,green,windows
20,Nina,has,two,heavy,tables
21,Thomas,prefers,nine,dark,rings
22,Peter,ordered,three,red,houses
23,Steven,bought,twelve,white,chairs
24,William,sold,sixty,large,desks
25,Nina,has,two,heavy,tables
26,Nina,ordered,four,heavy,tables
27,Nina,has,two,heavy,tables
28,William,ordered,two,old,desks
29,Peter,bought,nineteen,cheap,houses
30,Lucy,got,four,pretty,sofas
31,William,wants,three,pretty,desks
32,Nina,got,twelve,white,toys
33,Thomas,prefers,nineteen,white,toys
34,Nina,ordered,three,heavy,windows
35,Doris,gives,two,large,sofas
36,Rachel,has,four,old,flowers
37,Steven,kept,nine,small,spoons
38,Lucy,has,nineteen,white,spoons
39,Rachel,ordered,four,pretty,spoons
40,Peter,ordered,two,dark,tables
41,Allen,kept,eight,red,toys
42,Kathy,wants,fifteen,green,windows
43,Nina,sold,nine,cheap,houses
44,Lucy,prefers,twelve,large,sofas
45,Peter,ordered,eight,green,flowers
46,Nina,ordered,nine,heavy,tables
47,William,bought,two,green,spoons
48,Rachel,prefers,fifteen,large,houses
49,Kathy,wants,sixty,old,flowers
50,Lucy,has,nineteen,dark,desks
51,Doris,kept,twelve,pretty,rings
52,Peter,gives,fifteen,cheap,windows
53,Peter,sold,four,large,flowers
54,Steven,kept,seven,green,chairs
55,Steven,got,nine,large,windows
56,Nina,ordered,nine,heavy,tables
57,Rachel,ordered,nine,heavy,sofas
58,Allen,has,sixty,large,flowers
59,Thomas,sees,nineteen,white,desks
