,0
0,Doris sees three old desks_1.mp4
1,Rachel sold seven green houses_1.mp4
2,Allen kept nine large tables_1.mp4
3,Thomas has four pretty rings_1.mp4
4,Rachel bought eight white rings_1.mp4
5,William ordered four heavy windows_1.mp4
6,Steven sees nineteen dark sofas_1.mp4
7,Thomas wants seven green toys_1.mp4
8,Peter got seven white tables_1.mp4
9,Doris sees twelve red toys_1.mp4
10,Kathy wants eight dark flowers_1.mp4
11,Steven sold twelve large toys_1.mp4
12,William kept two red windows_1.mp4
13,Allen ordered twelve heavy rings_1.mp4
14,Thomas prefers nineteen small toys_1.mp4
15,Kathy wants eight dark flowers_1.mp4
16,Peter prefers eight cheap chairs_1.mp4
17,Rachel got eight small spoons_1.mp4
18,Steven sees three pretty desks_1.mp4
19,Allen sold two green chairs_1.mp4
20,Lucy gives fifteen white sofas_1.mp4
21,Nina sold two small houses_1.mp4
22,Rachel sees nine pretty desks_1.mp4
23,Steven kept three green chairs_1.mp4
24,William bought four red tables_1.mp4
25,Doris has three dark desks_1.mp4
26,William gives nineteen dark rings_1.mp4
27,Thomas prefers fifteen small houses_1.mp4
28,Kathy bought three red toys_1.mp4
29,Nina got two heavy tables_1.mp4
30,Thomas sees fifteen cheap windows_1.mp4
31,Kathy bought three small toys_1.mp4
32,Allen ordered twelve large desks_1.mp4
33,Thomas wants four pretty rings_1.mp4
34,Steven wants fifteen heavy tables_1.mp4
35,Doris sold nineteen green desks_1.mp4
36,Thomas ordered four dark houses_1.mp4
37,William has nine small flowers_1.mp4
38,Peter ordered fifteen green tables_1.mp4
39,Thomas kept fifteen dark windows_1.mp4
40,Nina ordered three heavy windows_1.mp4
41,Peter bought nineteen cheap houses_1.mp4
42,William prefers sixty small sofas_1.mp4
43,William prefers sixty small sofas_1.mp4
44,Thomas has three white desks_1.mp4
45,Steven got twelve pretty windows_1.mp4
46,Steven ordered seven small houses_1.mp4
47,Rachel gives eight dark spoons_1.mp4
48,Doris bought eight cheap houses_1.mp4
49,Steven prefers seven pretty sofas_1.mp4
50,Peter got twelve large toys_1.mp4
51,Kathy has fifteen heavy desks_1.mp4
52,Rachel bought eight white rings_1.mp4
53,Doris ordered nineteen white toys_1.mp4
54,Rachel got three small sofas_1.mp4
55,Lucy wants eight cheap tables_1.mp4
56,Steven sold fifteen pretty houses_1.mp4
57,William ordered four heavy windows_1.mp4
58,Peter bought fifteen green rings_1.mp4
59,Thomas prefers nineteen white toys_1.mp4
