,Column1,Column2,Column3,Column4,Column5
0,Doris,sees,three,old,desks
1,Steven,ordered,fifteen,white,spoons
2,Kathy,bought,sixty,red,chairs
3,Thomas,has,four,pretty,rings
4,Kathy,got,three,small,desks
5,Lucy,sold,nine,old,chairs
6,Steven,sees,nineteen,dark,sofas
7,Lucy,gives,nineteen,pretty,desks
8,Peter,got,seven,white,tables
9,Doris,sees,twelve,red,toys
10,William,ordered,two,old,desks
11,Steven,sold,twelve,large,toys
12,Peter,sold,sixty,white,desks
13,Allen,ordered,twelve,heavy,rings
14,Thomas,prefers,nineteen,small,toys
15,Kathy,wants,eight,dark,flowers
16,Rachel,sees,three,large,spoons
17,Kathy,wants,sixty,old,toys
18,Steven,sees,three,pretty,desks
19,Allen,sold,two,green,chairs
20,Lucy,gives,fifteen,white,sofas
21,Doris,ordered,twelve,old,flowers
22,Allen,has,sixty,large,windows
23,Steven,kept,three,green,chairs
24,Thomas,prefers,nineteen,white,spoons
25,William,has,nine,small,flowers
26,Doris,sees,twelve,large,desks
27,Allen,sold,seven,old,spoons
28,Lucy,ordered,four,cheap,chairs
29,Lucy,got,four,pretty,sofas
30,Peter,got,nine,dark,spoons
31,Steven,sold,eight,cheap,houses
32,Lucy,has,nineteen,white,chairs
33,William,kept,two,red,windows
34,Steven,wants,fifteen,heavy,tables
35,Nina,got,twelve,white,toys
36,Thomas,ordered,four,dark,houses
37,William,has,nine,small,flowers
38,Rachel,sold,three,red,windows
39,Thomas,kept,fifteen,dark,windows
40,Allen,sees,twelve,large,chairs
41,Lucy,has,four,old,flowers
42,William,prefers,sixty,small,sofas
43,William,prefers,sixty,small,sofas
44,Thomas,has,three,white,desks
45,Nina,wants,nine,cheap,flowers
46,Kathy,prefers,seven,green,rings
47,Rachel,gives,eight,dark,spoons
48,Doris,bought,eight,cheap,houses
49,William,sees,sixty,cheap,flowers
50,Nina,wants,two,small,chairs
51,Kathy,has,fifteen,heavy,desks
52,Steven,sold,eight,cheap,houses
53,Peter,sees,sixty,large,spoons
54,Rachel,got,three,small,sofas
55,William,bought,two,heavy,windows
56,Steven,sold,fifteen,pretty,houses
57,Peter,gives,eight,red,houses
58,Doris,got,seven,cheap,desks
59,Allen,wants,two,white,flowers
