,0
0,Thomas got twelve small toys_1.mp4
1,Nina gives two pretty rings_1.mp4
2,Peter sold four large flowers_1.mp4
3,Peter prefers two heavy desks_1.mp4
4,Peter ordered four white desks_1.mp4
5,Kathy sold twelve green chairs_1.mp4
6,Lucy has three red desks_1.mp4
7,Kathy wants fifteen green tables_1.mp4
8,Peter has three large desks_1.mp4
9,Thomas gives twelve heavy toys_1.mp4
10,Steven ordered seven small chairs_1.mp4
11,Steven got eight dark chairs_1.mp4
12,Peter sold fifteen cheap toys_1.mp4
13,Lucy wants twelve white tables_1.mp4
14,Peter bought four large windows_1.mp4
15,Kathy wants fifteen green tables_1.mp4
16,Lucy has four white chairs_1.mp4
17,Kathy ordered two green desks_1.mp4
18,William kept two red windows_1.mp4
19,Allen sold two green chairs_1.mp4
20,Steven ordered fifteen white spoons_1.mp4
21,Kathy kept eight heavy desks_1.mp4
22,William prefers sixty small sofas_1.mp4
23,Rachel sold fifteen old rings_1.mp4
24,Peter got four pretty houses_1.mp4
25,Kathy sees seven heavy houses_1.mp4
26,Thomas has three large desks_1.mp4
27,Rachel sold three red houses_1.mp4
28,Peter got twelve old rings_1.mp4
29,Kathy gives three small desks_1.mp4
30,Steven prefers four large houses_1.mp4
31,Thomas prefers nineteen white toys_1.mp4
32,Peter sold twelve small flowers_1.mp4
33,Thomas got three dark windows_1.mp4
34,Allen wants nineteen white desks_1.mp4
35,Peter sees sixty large spoons_1.mp4
36,Nina ordered sixty heavy sofas_1.mp4
37,Peter got four green desks_1.mp4
38,Thomas sees seven green houses_1.mp4
39,Lucy ordered three red spoons_1.mp4
40,Nina sold twelve old windows_1.mp4
41,Lucy has nineteen dark desks_1.mp4
42,William wants three pretty desks_1.mp4
43,Nina sold two heavy desks_1.mp4
44,Peter wants twelve small tables_1.mp4
45,Peter got four pretty houses_1.mp4
46,Rachel got eight small spoons_1.mp4
47,Allen has nineteen large spoons_1.mp4
