,0
0,Rachel wants four cheap desks_1.mp4
1,Kathy kept seven heavy desks_1.mp4
2,Steven gives four dark desks_1.mp4
3,Rachel sold seven cheap toys_1.mp4
4,Thomas got seven pretty flowers_1.mp4
5,Lucy wants sixty small sofas_1.mp4
6,Nina bought two large tables_1.mp4
7,Rachel sold three large spoons_1.mp4
8,Kathy prefers two dark flowers_1.mp4
9,Peter got three dark spoons_1.mp4
10,William got three cheap flowers_1.mp4
11,Rachel sees nineteen cheap toys_1.mp4
12,Nina kept four white tables_1.mp4
13,Rachel bought three old sofas_1.mp4
14,Rachel sees fifteen old flowers_1.mp4
15,Doris sees seven large spoons_1.mp4
16,Kathy wants nineteen cheap flowers_1.mp4
17,Lucy got eight heavy toys_1.mp4
18,Doris bought eight cheap chairs_1.mp4
19,William got twelve large windows_1.mp4
20,Nina sees four large tables_1.mp4
21,Steven wants two old sofas_1.mp4
22,Allen wants four large spoons_1.mp4
23,William got nineteen green spoons_1.mp4
24,Nina wants eight large toys_1.mp4
25,Steven has eight pretty toys_1.mp4
26,Rachel ordered two dark tables_1.mp4
27,Thomas wants eight large spoons_1.mp4
28,Thomas wants nineteen red windows_1.mp4
29,Allen has four green spoons_1.mp4
30,Peter sees eight red windows_1.mp4
31,Allen got eight pretty flowers_1.mp4
32,Kathy prefers nineteen old sofas_1.mp4
33,Kathy bought four large toys_1.mp4
34,Lucy got twelve pretty toys_1.mp4
35,Thomas prefers fifteen pretty windows_1.mp4
36,Doris wants three large flowers_1.mp4
37,Steven sees seven pretty spoons_1.mp4
38,Allen prefers four dark desks_1.mp4
39,Nina got eight old flowers_1.mp4
40,Doris prefers eight small desks_1.mp4
41,Allen prefers four pretty chairs_1.mp4
42,Doris sold seven dark windows_1.mp4
43,Rachel prefers four white toys_1.mp4
44,William has seven cheap sofas_1.mp4
45,Doris wants two dark tables_1.mp4
46,Allen sees fifteen green windows_1.mp4
47,Kathy gives three dark flowers_1.mp4
