,Column1,Column2,Column3,Column4,Column5
0,Rachel,wants,four,cheap,desks
1,Nina,gives,two,pretty,rings
2,Peter,sold,four,large,flowers
3,Peter,prefers,two,heavy,desks
4,Thomas,got,seven,pretty,flowers
5,Lucy,wants,sixty,small,sofas
6,Nina,bought,two,large,tables
7,Rachel,sold,three,large,spoons
8,Peter,has,three,large,desks
9,Peter,got,three,dark,spoons
10,William,got,three,cheap,flowers
11,Rachel,sees,nineteen,cheap,toys
12,Nina,kept,four,white,tables
13,Lucy,wants,twelve,white,tables
14,Rachel,sees,fifteen,old,flowers
15,Kathy,wants,fifteen,green,tables
16,Kathy,wants,nineteen,cheap,flowers
17,Kathy,ordered,two,green,desks
18,Doris,bought,eight,cheap,chairs
19,Allen,sold,two,green,chairs
20,Steven,ordered,fifteen,white,spoons
21,Steven,wants,two,old,sofas
22,William,prefers,sixty,small,sofas
23,Rachel,sold,fifteen,old,rings
24,Peter,got,four,pretty,houses
25,Kathy,sees,seven,heavy,houses
26,Thomas,has,three,large,desks
27,Thomas,wants,eight,large,spoons
28,Peter,got,twelve,old,rings
29,Allen,has,four,green,spoons
30,Peter,sees,eight,red,windows
31,Allen,got,eight,pretty,flowers
32,Peter,sold,twelve,small,flowers
33,Kathy,bought,four,large,toys
34,Allen,wants,nineteen,white,desks
35,Peter,sees,sixty,large,spoons
36,Doris,wants,three,large,flowers
37,Peter,got,four,green,desks
38,Thomas,sees,seven,green,houses
39,Lucy,ordered,three,red,spoons
40,Nina,sold,twelve,old,windows
41,Lucy,has,nineteen,dark,desks
42,William,wants,three,pretty,desks
43,Rachel,prefers,four,white,toys
44,William,has,seven,cheap,sofas
45,Doris,wants,two,dark,tables
46,Allen,sees,fifteen,green,windows
47,Kathy,gives,three,dark,flowers
