,Column1,Column2,Column3,Column4,Column5
0,Peter,got,nineteen,large,desks
1,Kathy,wants,fifteen,green,tables
2,Steven,sold,fifteen,pretty,houses
3,Nina,has,eight,small,windows
4,Kathy,bought,three,red,toys
5,Thomas,prefers,nine,white,tables
6,William,ordered,two,old,desks
7,Steven,gives,nine,red,desks
8,Lucy,sees,eight,pretty,sofas
9,Doris,has,sixty,dark,spoons
10,Thomas,wants,three,old,flowers
11,Rachel,gives,fifteen,small,desks
12,Peter,sold,four,large,flowers
13,Nina,sees,nineteen,old,chairs
14,Steven,got,fifteen,old,chairs
15,Rachel,ordered,four,pretty,spoons
16,Peter,bought,nineteen,cheap,houses
17,Lucy,kept,two,old,rings
18,Peter,got,nine,green,sofas
19,Thomas,got,nine,pretty,sofas
20,Kathy,kept,seven,green,flowers
21,Nina,has,eight,small,windows
22,Thomas,got,twelve,dark,houses
23,Steven,prefers,fifteen,red,spoons
24,Peter,has,fifteen,dark,flowers
25,Nina,prefers,four,red,windows
26,Lucy,kept,two,old,rings
27,Peter,has,seven,pretty,desks
28,Kathy,prefers,sixty,cheap,desks
29,Nina,sees,nineteen,old,chairs
30,Peter,has,fifteen,green,rings
31,Allen,bought,seven,pretty,tables
32,Nina,got,two,heavy,tables
33,William,ordered,twelve,cheap,rings
34,Allen,wants,fifteen,large,houses
35,Thomas,prefers,nineteen,white,toys
36,Kathy,bought,sixty,red,chairs
37,Kathy,gives,three,small,desks
38,Thomas,ordered,four,dark,houses
39,Peter,got,seven,white,windows
40,Allen,wants,eight,green,toys
41,Thomas,has,three,large,desks
42,Peter,got,eight,white,windows
43,Allen,kept,seven,red,houses
44,Steven,has,four,heavy,chairs
45,Peter,ordered,four,red,toys
46,Thomas,prefers,nineteen,small,toys
47,Rachel,bought,fifteen,green,houses
48,Kathy,bought,nine,white,rings
49,Thomas,got,twelve,small,toys
50,Peter,bought,three,cheap,rings
51,Allen,wants,fifteen,large,houses
52,William,gives,twelve,red,rings
53,Steven,got,twelve,pretty,windows
54,Thomas,ordered,fifteen,red,houses
55,Rachel,prefers,two,old,toys
56,William,sees,sixty,cheap,chairs
57,Allen,sold,seven,old,spoons
58,Lucy,gives,eight,cheap,toys
59,Thomas,has,three,large,desks
