,0,1,2,3,4
0,Rachel,got,two,dark,tables
1,Allen,has,sixty,large,windows
2,Kathy,sees,nine,large,chairs
3,Thomas,ordered,four,dark,houses
4,Nina,sold,two,heavy,desks
5,Lucy,has,three,small,toys
6,Nina,sold,two,heavy,rings
7,Lucy,kept,two,old,rings
8,Rachel,gives,eight,red,houses
9,William,got,three,cheap,chairs
10,Kathy,bought,fifteen,large,toys
11,Steven,ordered,fifteen,dark,sofas
12,Nina,has,sixty,green,desks
13,William,gives,eight,red,houses
14,Doris,sees,fifteen,large,chairs
15,Peter,gives,fifteen,large,desks
16,Kathy,sold,two,heavy,desks
17,Thomas,got,nine,pretty,sofas
18,Peter,kept,two,white,desks
19,Kathy,bought,nine,cheap,houses
20,Peter,wants,three,small,tables
21,William,ordered,nineteen,old,chairs
22,Steven,prefers,fifteen,old,spoons
23,Thomas,got,seven,large,desks
24,Steven,prefers,fifteen,red,spoons
25,William,has,seven,white,tables
26,Thomas,wants,fifteen,heavy,tables
27,Lucy,got,seven,old,rings
28,Allen,has,twelve,large,chairs
29,Kathy,gives,eight,dark,spoons
30,Doris,got,nine,old,toys
31,Lucy,wants,three,cheap,flowers
32,Allen,sold,three,green,chairs
33,Thomas,prefers,nineteen,old,desks
34,Rachel,sold,nineteen,old,rings
35,Thomas,got,twelve,small,toys
36,Nina,has,two,pretty,rings
37,Doris,bought,three,green,chairs
38,William,ordered,nineteen,old,spoons
39,Lucy,ordered,three,red,spoons
40,Lucy,gives,fifteen,white,sofas
41,Thomas,sees,twelve,large,chairs
42,Kathy,sold,sixty,cheap,tables
43,William,got,sixty,dark,chairs
44,Thomas,sees,fifteen,cheap,windows
45,Peter,got,fifteen,old,tables
46,Rachel,got,fifteen,small,flowers
47,Doris,sees,sixty,pretty,desks
48,Thomas,prefers,fifteen,old,chairs
49,William,got,three,heavy,sofas
50,Allen,sees,three,large,chairs
51,Thomas,prefers,nineteen,dark,flowers
52,Rachel,kept,seven,small,rings
53,Rachel,prefers,fifteen,heavy,tables
54,Steven,gives,fifteen,large,toys
55,Doris,wants,nineteen,green,desks
56,Lucy,prefers,seven,old,houses
57,Nina,ordered,sixty,heavy,sofas
58,Doris,sold,nine,dark,tables
59,William,prefers,three,large,desks
