,0
0,mismatch left
1,match right
2,match left
3,mismatch right
4,match right
5,mismatch right
6,match right
7,mismatch right
8,mismatch left
9,mismatch left
10,match left
11,mismatch left
12,match left
13,mismatch left
14,match right
15,mismatch left
16,match right
17,match left
18,match right
19,match left
20,match right
21,match right
22,match right
23,mismatch left
24,match left
25,mismatch left
26,match left
27,mismatch left
28,match left
29,mismatch left
30,match left
31,mismatch right
32,match right
33,match right
34,mismatch right
35,mismatch left
36,mismatch right
37,mismatch right
38,mismatch right
39,mismatch right
40,match left
41,mismatch left
42,match left
43,mismatch left
44,mismatch right
45,mismatch right
46,match left
47,mismatch right
48,match right
49,mismatch right
50,match right
51,match right
52,match right
53,mismatch right
54,mismatch left
55,match left
56,match left
57,mismatch left
58,mismatch right
59,match left
